Algorithm,Problem,M,Run,IGD,HV
IVFSPEA2_P2_C05,ZDT6,2,300057,0.003072765264421261,0.38890566155494033
IVFSPEA2_P2_C05,ZDT6,2,300058,0.0030883242690400727,0.38891047988134486
IVFSPEA2_P2_C05,ZDT6,2,300059,0.0030790397130172975,0.3889268772085016
IVFSPEA2_P2_C05,ZDT6,2,300060,0.003056975393665406,0.3889365526854171
IVFSPEA2_P2_C05,DTLZ1,2,300001,0.0018470031075285543,0.5820301173611928
IVFSPEA2_P2_C05,DTLZ1,2,300002,0.001902727183421463,0.5815810865762512
IVFSPEA2_P2_C05,DTLZ1,2,300003,0.0018170776848763222,0.5824654943267985
IVFSPEA2_P2_C05,DTLZ1,2,300004,0.0018271912942333913,0.5823794183632178
IVFSPEA2_P2_C05,DTLZ1,2,300005,0.0018112875217601015,0.5824800469718013
IVFSPEA2_P2_C05,DTLZ1,2,300006,0.0018276248893203842,0.5825008592439775
IVFSPEA2_P2_C05,DTLZ1,2,300007,0.0018163974837851803,0.582521014101498
IVFSPEA2_P2_C05,DTLZ1,2,300008,0.0018448089689534406,0.5821431720896542
IVFSPEA2_P2_C05,DTLZ1,2,300009,0.0018177647623398364,0.5825117134508607
IVFSPEA2_P2_C05,DTLZ1,2,300010,0.0018113975657563792,0.5825066805065542
IVFSPEA2_P2_C05,DTLZ1,2,300011,0.0018559227072553427,0.5824021699987236
