Problem,R,C,IGD_Median,IGD_Mean,IGD_Std,Count
ZDT4,0.1,0.1,0.003833800122487043,0.0038381299869319277,4.539969088548552e-05,30
ZDT4,0.1,0.125,0.0038301873040769187,0.0038402470784153907,5.785432334983961e-05,30
ZDT4,0.1,0.15,0.0038492463131770465,0.0038617641853570897,6.237120075702693e-05,30
ZDT4,0.125,0.125,0.0038209428641491775,0.0038399421285765976,6.0414246461557564e-05,30
ZDT4,0.15,0.125,0.003826919722734629,0.0038364413998289246,4.477974498508939e-05,30
ZDT6,0.1,0.1,0.0030655594525451123,0.003067923418588855,1.8849140082796524e-05,30
ZDT6,0.1,0.125,0.003070696531698806,0.0030685081993603825,2.4228998429858598e-05,30
ZDT6,0.1,0.15,0.0030746344085409334,0.0030774346352811103,2.239381668573269e-05,30
ZDT6,0.125,0.125,0.0030741335636435174,0.003075573222345835,2.628272540286524e-05,30
ZDT6,0.15,0.125,0.003072856543868877,0.0030760909104806788,2.1877107224742334e-05,30
