comparison,metric,tau,algo,fe_norm,fraction_solved,ci_low,ci_high,n_traces
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.2181818181818182,0.9392156862745098,0.9274509803921569,0.9503267973856209,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.22727272727272727,0.9424836601307189,0.9313725490196079,0.9535947712418301,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.23636363636363636,0.9457516339869281,0.934640522875817,0.9562254901960785,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.24545454545454545,0.949673202614379,0.9392156862745098,0.9601307189542484,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.2545454545454545,0.9522875816993464,0.9424673202614379,0.9620915032679739,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.26363636363636367,0.9555555555555556,0.9457516339869281,0.965359477124183,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.2727272727272727,0.9575163398692811,0.9483660130718954,0.9673202614379085,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.28181818181818186,0.9620915032679739,0.953578431372549,0.9712418300653595,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.2909090909090909,0.9633986928104575,0.9549019607843138,0.9725490196078431,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.3,0.9666666666666667,0.9581699346405229,0.9745098039215686,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.3090909090909091,0.9666666666666667,0.9581699346405229,0.9745098039215686,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.3181818181818182,0.9686274509803922,0.9607843137254902,0.9771241830065359,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.32727272727272727,0.9699346405228758,0.9620915032679739,0.9777941176470588,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.33636363636363636,0.9699346405228758,0.9620915032679739,0.9777941176470588,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.34545454545454546,0.9712418300653595,0.9633986928104575,0.9791013071895425,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.3545454545454545,0.9725490196078431,0.965343137254902,0.9803921568627451,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.36363636363636365,0.9738562091503268,0.9660130718954248,0.9816993464052287,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.3727272727272727,0.9764705882352941,0.969281045751634,0.9836601307189542,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.38181818181818183,0.9771241830065359,0.9705718954248366,0.984313725490196,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.3909090909090909,0.9771241830065359,0.9705718954248366,0.984313725490196,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.4,0.9777777777777777,0.9712418300653595,0.984967320261438,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.40909090909090906,0.9784313725490196,0.9712418300653595,0.9856209150326798,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.4181818181818182,0.9790849673202614,0.9725490196078431,0.9862745098039216,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.42727272727272725,0.9790849673202614,0.9725490196078431,0.9862745098039216,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.4363636363636364,0.9803921568627451,0.9738562091503268,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.44545454545454544,0.9810457516339869,0.9745098039215686,0.9875816993464053,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.4545454545454546,0.9836601307189542,0.9771241830065359,0.9895424836601308,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,IVFNSGAIII,0.4636363636363636,0.9836601307189542,0.9771241830065359,0.9895424836601308,1530
