Phase,ConfigID,ProblemTag,ProblemName,M,R,C,Cycles,MutRate,VarRate,EARN,N_Offspring,Description,Runs,IGD_Median,IGD_Mean,IGD_IQR,HV_Median,HV_Mean,HV_IQR
A,A47,WFG5_M3,WFG5,3,0.2,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22130419554870095,0.22107735572268977,0.0027402578998883542,0.51587907525249,0.5159858299878687,0.0014374626876765273
A,A47,WFG9_M2,WFG9,2,0.2,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017578850534345297,0.03267101926979674,0.0030481682641720735,0.3413773986098396,0.33315064856190196,0.002371818531252401
A,A47,ZDT1_M2,ZDT1,2,0.2,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003910679697704608,0.003895104637620277,8.968518928803787e-05,0.7204277716560692,0.720418710196921,0.00011654031230989848
A,A47,ZDT6_M2,ZDT6,2,0.2,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030595330988151034,0.0030689444843322046,2.7274170082072433e-05,0.38892922672468105,0.38892428066040513,2.6602087033367194e-05
A,A48,DTLZ1_M3,DTLZ1,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.02014546918539626,0.020158588125568214,0.00019155513000382665,0.8423216275291362,0.8419030059244086,0.0009808396583032009
A,A48,DTLZ2_M3,DTLZ2,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.053632488415764235,0.05373068729662663,0.0004989596104759964,0.5579598623469381,0.5577446466899441,0.000906432531150303
A,A48,DTLZ4_M3,DTLZ4,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.2977546468243942,0.3379796015927751,0.4866816022228704,0.4518620336164891,0.42698920118598516,0.21045732060714306
A,A48,DTLZ7_M3,DTLZ7,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.060146524037517586,0.10369638071785299,0.001502829696208019,0.27748450592857143,0.27276452468978946,0.0013014424147562154
A,A48,MaF1_M3,MaF1,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04106066910945649,0.04117781703541126,0.0006575140037154495,0.2202496982626143,0.22009337294122255,0.00042571921093706444
A,A48,MaF5_M3,MaF5,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.24413620480948348,1.1891902881774519,1.2486288275256086,0.5543812535210872,0.4452167140452015,0.2096730943185962
A,A48,WFG2_M3,WFG2,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.1778923465183808,0.17749748160282924,0.004934006970602561,0.9280114155245061,0.9280367252029229,0.0022459734028449363
A,A48,WFG4_M2,WFG4,2,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012729334187534854,0.0127544536140632,0.0002934730005852166,0.34716854741308045,0.3471397482698262,0.0001604615023905187
A,A48,WFG5_M3,WFG5,3,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.2209348710917241,0.22073941431577468,0.0031344065831795387,0.5153124439543274,0.5152466537680106,0.0012781536032131502
A,A48,WFG9_M2,WFG9,2,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017400750086420468,0.04458089582107568,0.002953917143626965,0.34174087771161893,0.3268644533464415,0.002418551990787221
A,A48,ZDT1_M2,ZDT1,2,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0039159405517091,0.0039289426871124515,0.0001055603430037788,0.720375261483973,0.7203767827032039,0.0001382292985337985
A,A48,ZDT6_M2,ZDT6,2,0.2,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003066125680894715,0.0030695656363811633,2.726654287845201e-05,0.3889229124306295,0.3889207713051889,2.6316252360436554e-05
B,B01,DTLZ1_M3,DTLZ1,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.020151990238470096,0.020150456336982623,0.0002232283730409755,0.8422393300552928,0.8419782902524439,0.0007110922469403258
B,B01,DTLZ2_M3,DTLZ2,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.053489254811518075,0.05360319133070362,0.000755335809363808,0.5579460822064201,0.5577654175996317,0.001034829895252276
B,B01,DTLZ4_M3,DTLZ4,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.5408251040374334,0.3730107615712,0.4870479009999546,0.3474624011604559,0.41437111766075063,0.20968411339718507
B,B01,DTLZ7_M3,DTLZ7,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.05999401862919339,0.0884183648287801,0.0022518579781086803,0.2774084457705225,0.2741843481987613,0.0010525817958222938
B,B01,MaF1_M3,MaF1,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.0411875123454884,0.041204986445177026,0.0006058687530345816,0.22016989391047304,0.22008685832207409,0.0007919475862866732
B,B01,MaF5_M3,MaF5,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.24608201970840976,0.9846711544295673,1.2499184939422014,0.5549812797626383,0.45735673273015537,0.20988810689145354
B,B01,WFG2_M3,WFG2,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.17978972608773222,0.179848288755725,0.007403675281740851,0.927209254222086,0.927754211006863,0.0029736087892713314
B,B01,WFG4_M2,WFG4,2,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.012701552846604474,0.012701267741448977,0.000186495855775657,0.3471932366254745,0.34715621436094984,0.00013691359030448824
B,B01,WFG5_M3,WFG5,3,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.22134625921697593,0.22126293580933168,0.002006354231134544,0.5164005710894501,0.5161730200224299,0.0019841892311984743
B,B01,WFG9_M2,WFG9,2,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.018411993768096123,0.04047742654643411,0.0038943036601468903,0.34089306321691826,0.328770285924206,0.0032783656960551077
B,B01,ZDT1_M2,ZDT1,2,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.0038882553247046054,0.003896460682179256,7.431894194065251e-05,0.7204429108432474,0.7204313150724129,0.000101159158919506
B,B01,ZDT6_M2,ZDT6,2,0.2,0.16,2,0.0,0.0,0,1,AR control,30,0.003062893308771364,0.003065750802151139,3.713424113399458e-05,0.3889291496657841,0.38892475157891243,2.9144796425129016e-05
B,B02,DTLZ1_M3,DTLZ1,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.020100682077397007,0.020119770001508223,0.0001580305873663708,0.8426168264672197,0.8425777843578118,0.00020547642712254177
B,B02,DTLZ2_M3,DTLZ2,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.0537099735005231,0.05370032349059446,0.0006998638608710292,0.5577694244935055,0.5575430262006478,0.0014530736539882794
B,B02,DTLZ4_M3,DTLZ4,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.05460321583320427,0.262342470052538,0.48674517900408665,0.5559887548393817,0.46466050122611724,0.21039514932305692
B,B02,DTLZ7_M3,DTLZ7,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.060045925407445716,0.08887564506193087,0.001446838067373224,0.27749480710714797,0.27404858382948677,0.000849864561947189
B,B02,MaF1_M3,MaF1,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.04121085228857929,0.041181414597505746,0.0005711764926160864,0.22024778761225125,0.2201563021440627,0.0008574163625255093
B,B02,MaF5_M3,MaF5,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.24436659328944454,0.7597338949914305,0.938395212110698,0.5564465951329206,0.4924343477672444,0.15820847693052947
B,B02,WFG2_M3,WFG2,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.17902380456026407,0.17995299814782478,0.006906716313859362,0.9280315031051835,0.9281759228596534,0.0029364103596120072
B,B02,WFG4_M2,WFG4,2,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.012706380760821843,0.01272424607025327,0.00024594990058851574,0.3471773621729234,0.3471627524132481,0.00022119746250048866
B,B02,WFG5_M3,WFG5,3,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.22034101689989624,0.22093625578170312,0.0032620401817883005,0.5161224855842403,0.5158056289789539,0.0010474542439665724
B,B02,WFG9_M2,WFG9,2,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.01654992649514546,0.016568553962173223,0.002134437099051381,0.3421650853711038,0.34230880977932265,0.0018058853959533328
B,B02,ZDT1_M2,ZDT1,2,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.003919849777239654,0.0039133161247322705,5.232866306709291e-05,0.7204023192635782,0.7203994314042709,0.00011327622770884727
B,B02,ZDT6_M2,ZDT6,2,0.2,0.16,2,0.3,0.1,0,1,EAR light polynomial,30,0.003069682613617339,0.003070806505011441,1.613726089621072e-05,0.3889223279336047,0.3889255739006342,1.592863189525673e-05
B,B03,DTLZ1_M3,DTLZ1,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.020126573441044876,0.02011966234752004,0.00017898658492806335,0.8426207366896976,0.842600875144502,0.0002554411195916373
B,B03,DTLZ2_M3,DTLZ2,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.05375481921725904,0.05378029325815055,0.0005159766214714381,0.5569454344947865,0.556977460474077,0.0013598158454704024
B,B03,DTLZ4_M3,DTLZ4,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.05443323720448641,0.24876011117265445,0.48684357671865247,0.5559967643128628,0.4730498301881592,0.2096529246291025
B,B03,DTLZ7_M3,DTLZ7,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.05944671391955739,0.07879758706323042,0.0020864836703184605,0.27780662323246785,0.27531393495398115,0.000972158176586635
B,B03,MaF1_M3,MaF1,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.04119752412287496,0.041314729201162644,0.0003791150132636395,0.21965324592460755,0.21957916216713091,0.0010343488395890832
B,B03,MaF5_M3,MaF5,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.24442608899311574,1.0693568877374129,1.2494685548466657,0.5564074247862537,0.46136952741318804,0.21018505749494026
B,B03,WFG2_M3,WFG2,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.18053175386720738,0.18002694516875095,0.008301309838041088,0.9285563258066782,0.9282811932462354,0.002590498491572113
B,B03,WFG4_M2,WFG4,2,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.01284526838626799,0.012828481119172248,0.00020353160534896872,0.3470382326691911,0.3470426576420069,0.00015253568135065176
B,B03,WFG5_M3,WFG5,3,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.22051262359269286,0.22114260516424153,0.002553070025131221,0.5151035888300319,0.5153588367012542,0.0023359574504305813
B,B03,WFG9_M2,WFG9,2,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.018077844202579706,0.0394711580293635,0.002798386178283513,0.34105752287129404,0.32936408075126805,0.0020807719806263947
B,B03,ZDT1_M2,ZDT1,2,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.0039009934809463975,0.003899355786267512,8.217769876864983e-05,0.7204272885230985,0.7204057250453627,0.00013924752519867134
B,B03,ZDT6_M2,ZDT6,2,0.2,0.16,2,0.5,0.2,0,1,EAR medium polynomial,30,0.0030687030646613183,0.0030675010119254743,2.9307975144511264e-05,0.38892689687801896,0.3889261013151238,1.8636812001537884e-05
B,B04,DTLZ1_M3,DTLZ1,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.020141437055553817,0.02015943618595962,0.0001710415890664868,0.8424986659839884,0.8425013153554969,0.0004657229089356507
B,B04,DTLZ2_M3,DTLZ2,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.05417449647423113,0.05411147339881396,0.0006024912074402144,0.5568654596590215,0.5569386095046074,0.0016405191984392165
B,B04,DTLZ4_M3,DTLZ4,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.054877447571688144,0.2624963795749523,0.48663689165925633,0.5543894130723117,0.4640998241219571,0.20897158777882674
B,B04,DTLZ7_M3,DTLZ7,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.06120287860832055,0.1273676038467195,0.002053914057118994,0.27637023406006034,0.268885513109921,0.0023063282549438124
B,B04,MaF1_M3,MaF1,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.041393884971313924,0.04145087524777385,0.00029610325138065136,0.21937134787694484,0.21915344017559787,0.0009472608060771548
B,B04,MaF5_M3,MaF5,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,1.491448651288878,1.282724642925953,1.6454421842172153,0.34729684297383423,0.42022113799721306,0.20804106590637933
B,B04,WFG2_M3,WFG2,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.17563386341604406,0.17704911196251436,0.005544170462932374,0.9287580529169885,0.9287640789156836,0.0019746253893252463
B,B04,WFG4_M2,WFG4,2,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.012839815027347063,0.012809292239256068,0.00022215224745620807,0.3470612167271832,0.34705035476231744,0.00016847193869889976
B,B04,WFG5_M3,WFG5,3,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.22177201703343205,0.2221705246985789,0.0024322217138350033,0.5149468521688518,0.5149261019965464,0.0016616100559335711
B,B04,WFG9_M2,WFG9,2,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.017522016125655557,0.05339331512414052,0.007091404226702312,0.3416823306718282,0.3218671653957614,0.005602772165991421
B,B04,ZDT1_M2,ZDT1,2,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.003897594579118123,0.00391579966868853,8.53129543335147e-05,0.7203820471496634,0.7203706644194854,6.93381037208951e-05
B,B04,ZDT6_M2,ZDT6,2,0.2,0.16,2,0.7,0.3,0,1,EAR strong polynomial,30,0.0030644780295412248,0.0030644232551620644,2.057996942462321e-05,0.38892629146621716,0.38892775456474304,1.4925217026062754e-05
B,B05,DTLZ1_M3,DTLZ1,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.020198157045659686,0.02019595833148625,0.0001974919009946896,0.8419486725959804,0.8416950096219425,0.0010962403323809822
B,B05,DTLZ2_M3,DTLZ2,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.054432040115832275,0.054614343655724755,0.001073455002375323,0.5553416470996351,0.5552308992527623,0.0023909467000989837
B,B05,DTLZ4_M3,DTLZ4,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.0545646369975258,0.05474846822078008,0.0011997533703423727,0.5553420522612518,0.5554033658438606,0.0013830808193273647
B,B05,DTLZ7_M3,DTLZ7,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.060211503499652194,0.0603159900597487,0.0013096756569494633,0.2771844019732672,0.27682551031180397,0.0013879545720344444
B,B05,MaF1_M3,MaF1,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.04145038481098125,0.04143388162709771,0.0007056381125627245,0.218976950126779,0.2191048808149213,0.0008855139015456204
B,B05,MaF5_M3,MaF5,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.2453467633333577,0.245852227177172,0.0045076319118979025,0.5548932621418263,0.5547047346607139,0.0022572462110519442
B,B05,WFG2_M3,WFG2,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.17076338230725252,0.17112807507324596,0.005948880649487814,0.9296081677162966,0.9294672851301335,0.0011429517948670087
B,B05,WFG4_M2,WFG4,2,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.012852753588402373,0.012898166116201707,0.0002741396233608001,0.3468175061919284,0.3468601167956075,0.0002049961661554356
B,B05,WFG5_M3,WFG5,3,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.22499195682659362,0.22489126798405357,0.004002439946307085,0.5127416139268797,0.5122565225408855,0.0021147549617829275
B,B05,WFG9_M2,WFG9,2,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.016959856389256935,0.024336649457274664,0.0017574795383890132,0.34191805388323376,0.33794326233321276,0.0015459960316251964
B,B05,ZDT1_M2,ZDT1,2,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.003907184865076999,0.0039121483144819134,6.166530084073495e-05,0.7203424876204806,0.7203587718689555,0.0001145117742685775
B,B05,ZDT6_M2,ZDT6,2,0.2,0.16,2,0.5,0.2,1,1,EARN random neogenesis,30,0.00306299669206777,0.0030653366006009367,2.2461605852726156e-05,0.3889164600838922,0.388915945667634,2.6992445051554625e-05
C,C01,DTLZ1_M3,DTLZ1,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.020139536742654698,0.020137307490713758,0.00015438889203447936,0.8422886291148772,0.8422047016332594,0.000508654517454521
C,C01,DTLZ2_M3,DTLZ2,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.053845483075358136,0.053782048856201706,0.0007738021353021207,0.557626459470218,0.5576907857132671,0.0008663870741112412
C,C01,DTLZ4_M3,DTLZ4,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.29827899797309626,0.3379552342947097,0.4869050302231881,0.4516915523170064,0.4268407475926737,0.21013693142132495
C,C01,DTLZ7_M3,DTLZ7,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.059935692006098815,0.06931106521289286,0.002289671299638564,0.2775213118309421,0.2763019823607858,0.0010112983367461248
C,C01,MaF1_M3,MaF1,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.04127837481663772,0.04134287658177206,0.000994847548818345,0.21997461879455332,0.21983060848520164,0.0009881566817578347
C,C01,MaF5_M3,MaF5,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.24697148461636764,1.0094570549466488,1.2483778873501623,0.554827635131314,0.4504057208678332,0.20897045028650152
C,C01,WFG2_M3,WFG2,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.18085448085581252,0.1807622492974101,0.008444479791436005,0.9279516396391495,0.9277931128479803,0.0028294798193747583
C,C01,WFG4_M2,WFG4,2,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.012676176047012065,0.012705773729090127,0.00017337020277186088,0.34713973567230055,0.347142426138562,0.00022536988789445545
C,C01,WFG5_M3,WFG5,3,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.22123074927224962,0.22185979756922727,0.0026946401206711934,0.5159528663427642,0.5157787556802403,0.0015877783980002835
C,C01,WFG9_M2,WFG9,2,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.01654096286436434,0.024199174065611843,0.003262899155853283,0.34221636582691145,0.3379940078699542,0.0026745363801146116
C,C01,ZDT1_M2,ZDT1,2,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.003922327630741453,0.003920440550501409,7.601654365437579e-05,0.7204156797253793,0.7204016856423919,0.00012466061426019692
C,C01,ZDT6_M2,ZDT6,2,0.175,0.12,2,0.0,0.0,0,1,Local refine AR around center,30,0.003069463845163658,0.003070178293702891,2.90403653528744e-05,0.3889263998662438,0.38892779951188394,1.8860361743255893e-05
C,C02,DTLZ1_M3,DTLZ1,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.020161846742436824,0.02014892540734166,0.00016641140740187438,0.8425348229858518,0.8425546362713867,0.00028508260622917003
C,C02,DTLZ2_M3,DTLZ2,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.05391246076498659,0.053970662573140586,0.000653295473890661,0.5573528006284599,0.5572148290282564,0.0013393703365512932
C,C02,DTLZ4_M3,DTLZ4,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.540826285702878,0.32981234020452116,0.4870072277004037,0.3474825845642923,0.4384240187362002,0.21025518256276904
C,C02,DTLZ7_M3,DTLZ7,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.05984140914738749,0.07893544802989655,0.0015286195062114982,0.27725733596495605,0.2750435346529128,0.001198415371066297
C,C02,MaF1_M3,MaF1,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.04112881445840192,0.041195953540072314,0.00045124655427692534,0.2199628984476646,0.2198471049992827,0.0008166534083415
C,C02,MaF5_M3,MaF5,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.245056129869892,0.8430627219203721,1.2494356125607011,0.5558448719023534,0.47835902684481124,0.21008128376724883
C,C02,WFG2_M3,WFG2,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.17753106841422273,0.17827895096260946,0.007585244820888903,0.9282722787500822,0.928296126816826,0.0021554281081451743
C,C02,WFG4_M2,WFG4,2,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.01278067097592632,0.012776696501529359,0.00018765957453357324,0.3471495281381236,0.3471286280329842,0.0001724898894428506
C,C02,WFG5_M3,WFG5,3,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.22147777505263738,0.22117466455272305,0.002436326261653937,0.5157147650407118,0.515813752328922,0.0015515925405591435
C,C02,WFG9_M2,WFG9,2,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.017069609312792472,0.04618983588027208,0.0066290178107230886,0.34197719037218766,0.32577236063275167,0.005321559317630842
C,C02,ZDT1_M2,ZDT1,2,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.003915475141484008,0.003909624465492028,7.676433610214611e-05,0.7203600321319323,0.7203781099764284,0.00020286529982893597
C,C02,ZDT6_M2,ZDT6,2,0.175,0.12,2,0.3,0.1,0,1,Local refine EARL around center,30,0.0030756395236803853,0.003076025444252873,3.5487695866203046e-05,0.38892017204479257,0.3889223806056821,2.3476724364535073e-05
C,C03,DTLZ1_M3,DTLZ1,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.02008809291329134,0.020106741194756143,0.00017722343643290436,0.8426326126307164,0.8425842031968591,0.00030821135810443767
C,C03,DTLZ2_M3,DTLZ2,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.05392953435787755,0.05390977183611422,0.000616872060446319,0.5572989424306968,0.5571357825596838,0.0010409102165745976
C,C03,DTLZ4_M3,DTLZ4,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.05448952263607429,0.2784084409559368,0.48694237647812616,0.5551050590897986,0.4574455171515626,0.2095727241393216
C,C03,DTLZ7_M3,DTLZ7,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.05998505835981069,0.088554603487043,0.0013949345426048643,0.2770815704577163,0.2738140159769889,0.0011621258383944233
C,C03,MaF1_M3,MaF1,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.04122630461889703,0.04130866125857775,0.0004059203280359844,0.21956531710555063,0.21955659695702912,0.0007836175922800726
C,C03,MaF5_M3,MaF5,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.2444840845524601,1.032736593371062,1.6468780235538552,0.556186921201602,0.46279281013365586,0.21030581894325018
C,C03,WFG2_M3,WFG2,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.1783342295093968,0.17931872403885585,0.0065920202393337235,0.9279451330912878,0.9278166648690468,0.0021490095263632103
C,C03,WFG4_M2,WFG4,2,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.012729273046696458,0.01278025146143771,0.0002581756603177703,0.3470415728243085,0.3470591226424864,0.00012828953034221824
C,C03,WFG5_M3,WFG5,3,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.22141200593338556,0.2213175717514362,0.002067806864159749,0.5157829886269301,0.5157206861459565,0.001905365416612237
C,C03,WFG9_M2,WFG9,2,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.016184469966027563,0.024086639216036012,0.0028181487406808616,0.3427616411927922,0.33814077512544044,0.002318462169616564
C,C03,ZDT1_M2,ZDT1,2,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.003914999417937074,0.003916650595709947,7.561622582827809e-05,0.7203918773858133,0.7203734187539828,0.0001292454506760521
C,C03,ZDT6_M2,ZDT6,2,0.175,0.12,2,0.5,0.2,0,1,Local refine EARM around center,30,0.0030663176156670224,0.003072075694730225,2.8644897786591142e-05,0.3889275257130901,0.3889276439682858,1.9864705918470893e-05
C,C04,DTLZ1_M3,DTLZ1,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.020180623278062616,0.020166507109048316,0.0001450977437896274,0.8418433347414628,0.8417776454482708,0.0005631811061636016
C,C04,DTLZ2_M3,DTLZ2,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.05445073569203025,0.05448503889134585,0.00056442453822831,0.5554717091117156,0.5553121230286157,0.0008757611623355643
C,C04,DTLZ4_M3,DTLZ4,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.055125092399268966,0.05515324254643631,0.0011176882373922295,0.5549491700580073,0.5547467832797107,0.002935974992365198
C,C04,DTLZ7_M3,DTLZ7,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.06075124380871483,0.0603280525134033,0.0018917262678437644,0.2767655567819639,0.27682560424809205,0.0006706221536538215
C,C04,MaF1_M3,MaF1,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.04158587873070617,0.04157018802330558,0.0008004526951590624,0.21894379167257694,0.21889708926906246,0.0010420714298536027
C,C04,MaF5_M3,MaF5,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.24506172605631704,0.24573015747437682,0.005643630284102891,0.5549761706373979,0.5551485404977804,0.0018803661436862518
C,C04,WFG2_M3,WFG2,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.1724016643393309,0.1719432688121425,0.004575339422970892,0.929210938112009,0.9291773671952478,0.0016878409417713236
C,C04,WFG4_M2,WFG4,2,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.01294780626950012,0.012930596012161457,0.0002639035647282427,0.346761440436392,0.3467867857140884,0.0002762957602267524
C,C04,WFG5_M3,WFG5,3,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.2230496388367189,0.22350497101753192,0.003733296753464954,0.5136030013356009,0.5134768289629251,0.0018990043609095064
C,C04,WFG9_M2,WFG9,2,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.017626237720160705,0.024487358330874082,0.0022991861723916374,0.34168655558102123,0.3378402232582508,0.00135793841436177
C,C04,ZDT1_M2,ZDT1,2,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.003909702244639374,0.003922009909542229,9.646029437846348e-05,0.7203564785085931,0.72034639189006,0.00012464557154168165
C,C04,ZDT6_M2,ZDT6,2,0.175,0.12,2,0.5,0.2,1,1,Local refine EARN around center,30,0.0030783636645037218,0.0030805242081316697,2.9899347645620956e-05,0.3889091929150053,0.3889069499768334,2.3550198738508943e-05
