Grupo,Algoritmo,Problema,Run,M,D,Spacing,arquivo_original
MaF,SPEA2SDE,MaF4,22,M2,D11,0.029399697066215806,SPEA2SDE_MaF4_M2_D11_22.mat
MaF,SPEA2SDE,MaF4,23,M2,D11,0.04322318688587444,SPEA2SDE_MaF4_M2_D11_23.mat
MaF,SPEA2SDE,MaF4,24,M2,D11,0.06728562260355483,SPEA2SDE_MaF4_M2_D11_24.mat
MaF,SPEA2SDE,MaF4,25,M2,D11,0.026015453534514486,SPEA2SDE_MaF4_M2_D11_25.mat
MaF,SPEA2SDE,MaF4,26,M2,D11,0.0312255984266574,SPEA2SDE_MaF4_M2_D11_26.mat
MaF,SPEA2SDE,MaF4,27,M2,D11,0.039341224125087115,SPEA2SDE_MaF4_M2_D11_27.mat
MaF,SPEA2SDE,MaF4,28,M2,D11,0.05246509827778794,SPEA2SDE_MaF4_M2_D11_28.mat
MaF,SPEA2SDE,MaF4,29,M2,D11,0.07542455210038677,SPEA2SDE_MaF4_M2_D11_29.mat
MaF,SPEA2SDE,MaF4,30,M2,D11,0.035408298864704854,SPEA2SDE_MaF4_M2_D11_30.mat
MaF,SPEA2SDE,MaF4,31,M2,D11,0.026645815797011113,SPEA2SDE_MaF4_M2_D11_31.mat
MaF,SPEA2SDE,MaF4,32,M2,D11,0.033078374793420205,SPEA2SDE_MaF4_M2_D11_32.mat
MaF,SPEA2SDE,MaF4,33,M2,D11,0.022853224421487503,SPEA2SDE_MaF4_M2_D11_33.mat
MaF,SPEA2SDE,MaF4,34,M2,D11,0.027809792441930617,SPEA2SDE_MaF4_M2_D11_34.mat
MaF,SPEA2SDE,MaF4,35,M2,D11,0.02561199040937772,SPEA2SDE_MaF4_M2_D11_35.mat
MaF,SPEA2SDE,MaF4,36,M2,D11,0.03712450855661135,SPEA2SDE_MaF4_M2_D11_36.mat
MaF,SPEA2SDE,MaF4,37,M2,D11,0.048955540394923024,SPEA2SDE_MaF4_M2_D11_37.mat
MaF,SPEA2SDE,MaF4,38,M2,D11,0.0295469568361698,SPEA2SDE_MaF4_M2_D11_38.mat
MaF,SPEA2SDE,MaF4,39,M2,D11,0.03236789903580324,SPEA2SDE_MaF4_M2_D11_39.mat
MaF,SPEA2SDE,MaF4,40,M2,D11,0.046340480303743936,SPEA2SDE_MaF4_M2_D11_40.mat
MaF,SPEA2SDE,MaF4,41,M2,D11,0.025068123495674076,SPEA2SDE_MaF4_M2_D11_41.mat
MaF,SPEA2SDE,MaF4,42,M2,D11,0.030113809569080947,SPEA2SDE_MaF4_M2_D11_42.mat
MaF,SPEA2SDE,MaF4,43,M2,D11,0.02669035791646365,SPEA2SDE_MaF4_M2_D11_43.mat
MaF,SPEA2SDE,MaF4,44,M2,D11,0.037248999976459814,SPEA2SDE_MaF4_M2_D11_44.mat
MaF,SPEA2SDE,MaF4,45,M2,D11,0.0657489770942284,SPEA2SDE_MaF4_M2_D11_45.mat
MaF,SPEA2SDE,MaF4,46,M2,D11,0.042336102402650906,SPEA2SDE_MaF4_M2_D11_46.mat
MaF,SPEA2SDE,MaF4,47,M2,D11,0.0410653787784884,SPEA2SDE_MaF4_M2_D11_47.mat
MaF,SPEA2SDE,MaF4,48,M2,D11,0.03204004900148025,SPEA2SDE_MaF4_M2_D11_48.mat
MaF,SPEA2SDE,MaF4,49,M2,D11,0.03689701755199194,SPEA2SDE_MaF4_M2_D11_49.mat
MaF,SPEA2SDE,MaF4,50,M2,D11,0.04330382812558222,SPEA2SDE_MaF4_M2_D11_50.mat
MaF,SPEA2SDE,MaF4,51,M2,D11,0.040462711905792585,SPEA2SDE_MaF4_M2_D11_51.mat
MaF,SPEA2SDE,MaF4,52,M2,D11,0.030762332368048564,SPEA2SDE_MaF4_M2_D11_52.mat
MaF,SPEA2SDE,MaF4,53,M2,D11,0.06204052738531147,SPEA2SDE_MaF4_M2_D11_53.mat
MaF,SPEA2SDE,MaF4,54,M2,D11,1.4809831811585854,SPEA2SDE_MaF4_M2_D11_54.mat
MaF,SPEA2SDE,MaF4,55,M2,D11,0.03358370721775049,SPEA2SDE_MaF4_M2_D11_55.mat
MaF,SPEA2SDE,MaF4,56,M2,D11,0.04788316630858355,SPEA2SDE_MaF4_M2_D11_56.mat
MaF,SPEA2SDE,MaF4,57,M2,D11,0.03181003803367108,SPEA2SDE_MaF4_M2_D11_57.mat
MaF,SPEA2SDE,MaF4,58,M2,D11,0.029108930889270468,SPEA2SDE_MaF4_M2_D11_58.mat
MaF,SPEA2SDE,MaF4,59,M2,D11,0.03014660295686441,SPEA2SDE_MaF4_M2_D11_59.mat
MaF,SPEA2SDE,MaF4,60,M2,D11,0.04286449605959517,SPEA2SDE_MaF4_M2_D11_60.mat
MaF,SPEA2SDE,MaF5,1,M2,D11,0.053188078862667146,SPEA2SDE_MaF5_M2_D11_1.mat
MaF,SPEA2SDE,MaF5,2,M2,D11,0.05204735261330302,SPEA2SDE_MaF5_M2_D11_2.mat
MaF,SPEA2SDE,MaF5,3,M2,D11,0.058927714331496885,SPEA2SDE_MaF5_M2_D11_3.mat
MaF,SPEA2SDE,MaF5,4,M2,D11,0.0692020843059695,SPEA2SDE_MaF5_M2_D11_4.mat
MaF,SPEA2SDE,MaF5,5,M2,D11,0.05540982985562841,SPEA2SDE_MaF5_M2_D11_5.mat
MaF,SPEA2SDE,MaF5,6,M2,D11,0.06279023568377039,SPEA2SDE_MaF5_M2_D11_6.mat
MaF,SPEA2SDE,MaF5,7,M2,D11,0.04859025038054182,SPEA2SDE_MaF5_M2_D11_7.mat
MaF,SPEA2SDE,MaF5,8,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_8.mat
MaF,SPEA2SDE,MaF5,9,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_9.mat
MaF,SPEA2SDE,MaF5,10,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_10.mat
MaF,SPEA2SDE,MaF5,11,M2,D11,0.06368726603440635,SPEA2SDE_MaF5_M2_D11_11.mat
MaF,SPEA2SDE,MaF5,12,M2,D11,0.06894582810550397,SPEA2SDE_MaF5_M2_D11_12.mat
MaF,SPEA2SDE,MaF5,13,M2,D11,0.06811533239508186,SPEA2SDE_MaF5_M2_D11_13.mat
MaF,SPEA2SDE,MaF5,14,M2,D11,0.06091141352718838,SPEA2SDE_MaF5_M2_D11_14.mat
MaF,SPEA2SDE,MaF5,15,M2,D11,0.0572185127738727,SPEA2SDE_MaF5_M2_D11_15.mat
MaF,SPEA2SDE,MaF5,16,M2,D11,0.05264258127939509,SPEA2SDE_MaF5_M2_D11_16.mat
MaF,SPEA2SDE,MaF5,17,M2,D11,0.06251026941959989,SPEA2SDE_MaF5_M2_D11_17.mat
MaF,SPEA2SDE,MaF5,18,M2,D11,0.06451808852047033,SPEA2SDE_MaF5_M2_D11_18.mat
MaF,SPEA2SDE,MaF5,19,M2,D11,0.0581993742202426,SPEA2SDE_MaF5_M2_D11_19.mat
MaF,SPEA2SDE,MaF5,20,M2,D11,0.05916271379612765,SPEA2SDE_MaF5_M2_D11_20.mat
MaF,SPEA2SDE,MaF5,21,M2,D11,0.04758974982110019,SPEA2SDE_MaF5_M2_D11_21.mat
MaF,SPEA2SDE,MaF5,22,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_22.mat
MaF,SPEA2SDE,MaF5,23,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_23.mat
MaF,SPEA2SDE,MaF5,24,M2,D11,0.06723245824713774,SPEA2SDE_MaF5_M2_D11_24.mat
MaF,SPEA2SDE,MaF5,25,M2,D11,0.06118561475615823,SPEA2SDE_MaF5_M2_D11_25.mat
MaF,SPEA2SDE,MaF5,26,M2,D11,0.056393435266538415,SPEA2SDE_MaF5_M2_D11_26.mat
MaF,SPEA2SDE,MaF5,27,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_27.mat
MaF,SPEA2SDE,MaF5,28,M2,D11,0.06394329134683133,SPEA2SDE_MaF5_M2_D11_28.mat
MaF,SPEA2SDE,MaF5,29,M2,D11,0.05801493583902706,SPEA2SDE_MaF5_M2_D11_29.mat
MaF,SPEA2SDE,MaF5,30,M2,D11,0.06097033930119166,SPEA2SDE_MaF5_M2_D11_30.mat
MaF,SPEA2SDE,MaF5,31,M2,D11,0.06481898604886129,SPEA2SDE_MaF5_M2_D11_31.mat
MaF,SPEA2SDE,MaF5,32,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_32.mat
MaF,SPEA2SDE,MaF5,33,M2,D11,0.047972344924818014,SPEA2SDE_MaF5_M2_D11_33.mat
MaF,SPEA2SDE,MaF5,34,M2,D11,0.06909994415458734,SPEA2SDE_MaF5_M2_D11_34.mat
MaF,SPEA2SDE,MaF5,35,M2,D11,0.0496701281942928,SPEA2SDE_MaF5_M2_D11_35.mat
MaF,SPEA2SDE,MaF5,36,M2,D11,0.06399275886871192,SPEA2SDE_MaF5_M2_D11_36.mat
MaF,SPEA2SDE,MaF5,37,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_37.mat
MaF,SPEA2SDE,MaF5,38,M2,D11,0.05194514510931277,SPEA2SDE_MaF5_M2_D11_38.mat
MaF,SPEA2SDE,MaF5,39,M2,D11,0.05561170346886489,SPEA2SDE_MaF5_M2_D11_39.mat
MaF,SPEA2SDE,MaF5,40,M2,D11,0.061608936387022764,SPEA2SDE_MaF5_M2_D11_40.mat
MaF,SPEA2SDE,MaF5,41,M2,D11,0.05476504881769485,SPEA2SDE_MaF5_M2_D11_41.mat
MaF,SPEA2SDE,MaF5,42,M2,D11,0.05302817698650199,SPEA2SDE_MaF5_M2_D11_42.mat
MaF,SPEA2SDE,MaF5,43,M2,D11,0.05083242680150027,SPEA2SDE_MaF5_M2_D11_43.mat
MaF,SPEA2SDE,MaF5,44,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_44.mat
MaF,SPEA2SDE,MaF5,45,M2,D11,0.06866027180107612,SPEA2SDE_MaF5_M2_D11_45.mat
MaF,SPEA2SDE,MaF5,46,M2,D11,0.06007793551477687,SPEA2SDE_MaF5_M2_D11_46.mat
MaF,SPEA2SDE,MaF5,47,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_47.mat
MaF,SPEA2SDE,MaF5,48,M2,D11,0.05037395375705248,SPEA2SDE_MaF5_M2_D11_48.mat
MaF,SPEA2SDE,MaF5,49,M2,D11,0.0535157897188779,SPEA2SDE_MaF5_M2_D11_49.mat
MaF,SPEA2SDE,MaF5,50,M2,D11,0.0650260335859746,SPEA2SDE_MaF5_M2_D11_50.mat
MaF,SPEA2SDE,MaF5,51,M2,D11,0.06471399396680366,SPEA2SDE_MaF5_M2_D11_51.mat
MaF,SPEA2SDE,MaF5,52,M2,D11,0.05722653241225105,SPEA2SDE_MaF5_M2_D11_52.mat
MaF,SPEA2SDE,MaF5,53,M2,D11,0.05641733563688278,SPEA2SDE_MaF5_M2_D11_53.mat
MaF,SPEA2SDE,MaF5,54,M2,D11,0.06438324710698395,SPEA2SDE_MaF5_M2_D11_54.mat
MaF,SPEA2SDE,MaF5,55,M2,D11,0.046012125856717406,SPEA2SDE_MaF5_M2_D11_55.mat
MaF,SPEA2SDE,MaF5,56,M2,D11,0.05590590430125178,SPEA2SDE_MaF5_M2_D11_56.mat
MaF,SPEA2SDE,MaF5,57,M2,D11,0.0,SPEA2SDE_MaF5_M2_D11_57.mat
MaF,SPEA2SDE,MaF5,58,M2,D11,0.05729991494158347,SPEA2SDE_MaF5_M2_D11_58.mat
MaF,SPEA2SDE,MaF5,59,M2,D11,0.06115332120484776,SPEA2SDE_MaF5_M2_D11_59.mat
MaF,SPEA2SDE,MaF5,60,M2,D11,0.04599207212571075,SPEA2SDE_MaF5_M2_D11_60.mat
MaF,SPEA2SDE,MaF6,1,M2,D11,0.019722876291732194,SPEA2SDE_MaF6_M2_D11_1.mat
MaF,SPEA2SDE,MaF6,2,M2,D11,0.019279787951307636,SPEA2SDE_MaF6_M2_D11_2.mat
MaF,SPEA2SDE,MaF6,3,M2,D11,0.015960012128200442,SPEA2SDE_MaF6_M2_D11_3.mat
MaF,SPEA2SDE,MaF6,4,M2,D11,0.017100200836333422,SPEA2SDE_MaF6_M2_D11_4.mat
MaF,SPEA2SDE,MaF6,5,M2,D11,0.01628692579325683,SPEA2SDE_MaF6_M2_D11_5.mat
MaF,SPEA2SDE,MaF6,6,M2,D11,0.016582868576934296,SPEA2SDE_MaF6_M2_D11_6.mat
MaF,SPEA2SDE,MaF6,7,M2,D11,0.015479188405607332,SPEA2SDE_MaF6_M2_D11_7.mat
MaF,SPEA2SDE,MaF6,8,M2,D11,0.014153476448756124,SPEA2SDE_MaF6_M2_D11_8.mat
MaF,SPEA2SDE,MaF6,9,M2,D11,0.014391430097489527,SPEA2SDE_MaF6_M2_D11_9.mat
MaF,SPEA2SDE,MaF6,10,M2,D11,0.014434163187574917,SPEA2SDE_MaF6_M2_D11_10.mat
MaF,SPEA2SDE,MaF6,11,M2,D11,0.014884268831053446,SPEA2SDE_MaF6_M2_D11_11.mat
MaF,SPEA2SDE,MaF6,12,M2,D11,0.01752796056986245,SPEA2SDE_MaF6_M2_D11_12.mat
MaF,SPEA2SDE,MaF6,13,M2,D11,0.012851607535019285,SPEA2SDE_MaF6_M2_D11_13.mat
MaF,SPEA2SDE,MaF6,14,M2,D11,0.018238292630468677,SPEA2SDE_MaF6_M2_D11_14.mat
MaF,SPEA2SDE,MaF6,15,M2,D11,0.016600663350198105,SPEA2SDE_MaF6_M2_D11_15.mat
MaF,SPEA2SDE,MaF6,16,M2,D11,0.01609353929911892,SPEA2SDE_MaF6_M2_D11_16.mat
MaF,SPEA2SDE,MaF6,17,M2,D11,0.017440189712531386,SPEA2SDE_MaF6_M2_D11_17.mat
MaF,SPEA2SDE,MaF6,18,M2,D11,0.015754910740391613,SPEA2SDE_MaF6_M2_D11_18.mat
MaF,SPEA2SDE,MaF6,19,M2,D11,0.01583752254585586,SPEA2SDE_MaF6_M2_D11_19.mat
MaF,SPEA2SDE,MaF6,20,M2,D11,0.01763536353257534,SPEA2SDE_MaF6_M2_D11_20.mat
MaF,SPEA2SDE,MaF6,21,M2,D11,0.016237054391331746,SPEA2SDE_MaF6_M2_D11_21.mat
MaF,SPEA2SDE,MaF6,22,M2,D11,0.018019657633851233,SPEA2SDE_MaF6_M2_D11_22.mat
MaF,SPEA2SDE,MaF6,23,M2,D11,0.017215131268372583,SPEA2SDE_MaF6_M2_D11_23.mat
MaF,SPEA2SDE,MaF6,24,M2,D11,0.018745058170523982,SPEA2SDE_MaF6_M2_D11_24.mat
MaF,SPEA2SDE,MaF6,25,M2,D11,0.019902085405861268,SPEA2SDE_MaF6_M2_D11_25.mat
MaF,SPEA2SDE,MaF6,26,M2,D11,0.01906465473416635,SPEA2SDE_MaF6_M2_D11_26.mat
MaF,SPEA2SDE,MaF6,27,M2,D11,0.019893547839387054,SPEA2SDE_MaF6_M2_D11_27.mat
MaF,SPEA2SDE,MaF6,28,M2,D11,0.016018661725365507,SPEA2SDE_MaF6_M2_D11_28.mat
MaF,SPEA2SDE,MaF6,29,M2,D11,0.01713677152779508,SPEA2SDE_MaF6_M2_D11_29.mat
MaF,SPEA2SDE,MaF6,30,M2,D11,0.018639633659048006,SPEA2SDE_MaF6_M2_D11_30.mat
MaF,SPEA2SDE,MaF6,31,M2,D11,0.01815667766557693,SPEA2SDE_MaF6_M2_D11_31.mat
MaF,SPEA2SDE,MaF6,32,M2,D11,0.015136578331896026,SPEA2SDE_MaF6_M2_D11_32.mat
MaF,SPEA2SDE,MaF6,33,M2,D11,0.018002117514189498,SPEA2SDE_MaF6_M2_D11_33.mat
MaF,SPEA2SDE,MaF6,34,M2,D11,0.018197496498211847,SPEA2SDE_MaF6_M2_D11_34.mat
MaF,SPEA2SDE,MaF6,35,M2,D11,0.016734972109091008,SPEA2SDE_MaF6_M2_D11_35.mat
MaF,SPEA2SDE,MaF6,36,M2,D11,0.015769269068947645,SPEA2SDE_MaF6_M2_D11_36.mat
MaF,SPEA2SDE,MaF6,37,M2,D11,0.019836727011999022,SPEA2SDE_MaF6_M2_D11_37.mat
MaF,SPEA2SDE,MaF6,38,M2,D11,0.015235782748196945,SPEA2SDE_MaF6_M2_D11_38.mat
MaF,SPEA2SDE,MaF6,39,M2,D11,0.01676373828816508,SPEA2SDE_MaF6_M2_D11_39.mat
MaF,SPEA2SDE,MaF6,40,M2,D11,0.01378889591250761,SPEA2SDE_MaF6_M2_D11_40.mat
MaF,SPEA2SDE,MaF6,41,M2,D11,0.018330742400425086,SPEA2SDE_MaF6_M2_D11_41.mat
MaF,SPEA2SDE,MaF6,42,M2,D11,0.017352416705692986,SPEA2SDE_MaF6_M2_D11_42.mat
MaF,SPEA2SDE,MaF6,43,M2,D11,0.015460261485264403,SPEA2SDE_MaF6_M2_D11_43.mat
MaF,SPEA2SDE,MaF6,44,M2,D11,0.016625101891029427,SPEA2SDE_MaF6_M2_D11_44.mat
MaF,SPEA2SDE,MaF6,45,M2,D11,0.017607360536722415,SPEA2SDE_MaF6_M2_D11_45.mat
MaF,SPEA2SDE,MaF6,46,M2,D11,0.015270990831729128,SPEA2SDE_MaF6_M2_D11_46.mat
MaF,SPEA2SDE,MaF6,47,M2,D11,0.016307624790398125,SPEA2SDE_MaF6_M2_D11_47.mat
MaF,SPEA2SDE,MaF6,48,M2,D11,0.017416599627186433,SPEA2SDE_MaF6_M2_D11_48.mat
MaF,SPEA2SDE,MaF6,49,M2,D11,0.02015327378483171,SPEA2SDE_MaF6_M2_D11_49.mat
MaF,SPEA2SDE,MaF6,50,M2,D11,0.01801934745416849,SPEA2SDE_MaF6_M2_D11_50.mat
MaF,SPEA2SDE,MaF6,51,M2,D11,0.01848865081044517,SPEA2SDE_MaF6_M2_D11_51.mat
MaF,SPEA2SDE,MaF6,52,M2,D11,0.01867739260742345,SPEA2SDE_MaF6_M2_D11_52.mat
MaF,SPEA2SDE,MaF6,53,M2,D11,0.014547492415676311,SPEA2SDE_MaF6_M2_D11_53.mat
MaF,SPEA2SDE,MaF6,54,M2,D11,0.01865224123254619,SPEA2SDE_MaF6_M2_D11_54.mat
MaF,SPEA2SDE,MaF6,55,M2,D11,0.017789058175432988,SPEA2SDE_MaF6_M2_D11_55.mat
MaF,SPEA2SDE,MaF6,56,M2,D11,0.021021766952735485,SPEA2SDE_MaF6_M2_D11_56.mat
MaF,SPEA2SDE,MaF6,57,M2,D11,0.014934082977344894,SPEA2SDE_MaF6_M2_D11_57.mat
MaF,SPEA2SDE,MaF6,58,M2,D11,0.01636533035643642,SPEA2SDE_MaF6_M2_D11_58.mat
MaF,SPEA2SDE,MaF6,59,M2,D11,0.016250318927603317,SPEA2SDE_MaF6_M2_D11_59.mat
MaF,SPEA2SDE,MaF6,60,M2,D11,0.015466703108270209,SPEA2SDE_MaF6_M2_D11_60.mat
MaF,SPEA2SDE,MaF7,1,M2,D21,0.010907035979394826,SPEA2SDE_MaF7_M2_D21_1.mat
MaF,SPEA2SDE,MaF7,2,M2,D21,0.009775026759081974,SPEA2SDE_MaF7_M2_D21_2.mat
MaF,SPEA2SDE,MaF7,3,M2,D21,0.009571896045827255,SPEA2SDE_MaF7_M2_D21_3.mat
MaF,SPEA2SDE,MaF7,4,M2,D21,0.010685855075515687,SPEA2SDE_MaF7_M2_D21_4.mat
MaF,SPEA2SDE,MaF7,5,M2,D21,0.011060245415734976,SPEA2SDE_MaF7_M2_D21_5.mat
MaF,SPEA2SDE,MaF7,6,M2,D21,0.011191723901668114,SPEA2SDE_MaF7_M2_D21_6.mat
MaF,SPEA2SDE,MaF7,7,M2,D21,0.01039964409955096,SPEA2SDE_MaF7_M2_D21_7.mat
MaF,SPEA2SDE,MaF7,8,M2,D21,0.012245319294954503,SPEA2SDE_MaF7_M2_D21_8.mat
MaF,SPEA2SDE,MaF7,9,M2,D21,0.011850339460090382,SPEA2SDE_MaF7_M2_D21_9.mat
MaF,SPEA2SDE,MaF7,10,M2,D21,0.00942842624109956,SPEA2SDE_MaF7_M2_D21_10.mat
MaF,SPEA2SDE,MaF7,11,M2,D21,0.010030934846364014,SPEA2SDE_MaF7_M2_D21_11.mat
MaF,SPEA2SDE,MaF7,12,M2,D21,0.009384411117174965,SPEA2SDE_MaF7_M2_D21_12.mat
MaF,SPEA2SDE,MaF7,13,M2,D21,0.009888487546158656,SPEA2SDE_MaF7_M2_D21_13.mat
MaF,SPEA2SDE,MaF7,14,M2,D21,0.010627591172265591,SPEA2SDE_MaF7_M2_D21_14.mat
MaF,SPEA2SDE,MaF7,15,M2,D21,0.010604502771216964,SPEA2SDE_MaF7_M2_D21_15.mat
MaF,SPEA2SDE,MaF7,16,M2,D21,0.01100302266951709,SPEA2SDE_MaF7_M2_D21_16.mat
MaF,SPEA2SDE,MaF7,17,M2,D21,0.01044012777636979,SPEA2SDE_MaF7_M2_D21_17.mat
MaF,SPEA2SDE,MaF7,18,M2,D21,0.01038135977074123,SPEA2SDE_MaF7_M2_D21_18.mat
MaF,SPEA2SDE,MaF7,19,M2,D21,0.011325189231927319,SPEA2SDE_MaF7_M2_D21_19.mat
MaF,SPEA2SDE,MaF7,20,M2,D21,0.010200390776995727,SPEA2SDE_MaF7_M2_D21_20.mat
MaF,SPEA2SDE,MaF7,21,M2,D21,0.009179198483353503,SPEA2SDE_MaF7_M2_D21_21.mat
MaF,SPEA2SDE,MaF7,22,M2,D21,0.010067755334960498,SPEA2SDE_MaF7_M2_D21_22.mat
MaF,SPEA2SDE,MaF7,23,M2,D21,0.010906371294778764,SPEA2SDE_MaF7_M2_D21_23.mat
MaF,SPEA2SDE,MaF7,24,M2,D21,0.01073761064065188,SPEA2SDE_MaF7_M2_D21_24.mat
MaF,SPEA2SDE,MaF7,25,M2,D21,0.012139676390019302,SPEA2SDE_MaF7_M2_D21_25.mat
MaF,SPEA2SDE,MaF7,26,M2,D21,0.010173196789950049,SPEA2SDE_MaF7_M2_D21_26.mat
MaF,SPEA2SDE,MaF7,27,M2,D21,0.010989802587239316,SPEA2SDE_MaF7_M2_D21_27.mat
MaF,SPEA2SDE,MaF7,28,M2,D21,0.011322024034865718,SPEA2SDE_MaF7_M2_D21_28.mat
MaF,SPEA2SDE,MaF7,29,M2,D21,0.011065805115403919,SPEA2SDE_MaF7_M2_D21_29.mat
MaF,SPEA2SDE,MaF7,30,M2,D21,0.009983938846309368,SPEA2SDE_MaF7_M2_D21_30.mat
MaF,SPEA2SDE,MaF7,31,M2,D21,0.010961612772387127,SPEA2SDE_MaF7_M2_D21_31.mat
MaF,SPEA2SDE,MaF7,32,M2,D21,0.010337600157571592,SPEA2SDE_MaF7_M2_D21_32.mat
MaF,SPEA2SDE,MaF7,33,M2,D21,0.011128989373810218,SPEA2SDE_MaF7_M2_D21_33.mat
MaF,SPEA2SDE,MaF7,34,M2,D21,0.009722968879479476,SPEA2SDE_MaF7_M2_D21_34.mat
MaF,SPEA2SDE,MaF7,35,M2,D21,0.011586584781633638,SPEA2SDE_MaF7_M2_D21_35.mat
MaF,SPEA2SDE,MaF7,36,M2,D21,0.011467999611200276,SPEA2SDE_MaF7_M2_D21_36.mat
MaF,SPEA2SDE,MaF7,37,M2,D21,0.01119006936084802,SPEA2SDE_MaF7_M2_D21_37.mat
MaF,SPEA2SDE,MaF7,38,M2,D21,0.010079054059349824,SPEA2SDE_MaF7_M2_D21_38.mat
MaF,SPEA2SDE,MaF7,39,M2,D21,0.0096798634341566,SPEA2SDE_MaF7_M2_D21_39.mat
MaF,SPEA2SDE,MaF7,40,M2,D21,0.009114446928540755,SPEA2SDE_MaF7_M2_D21_40.mat
MaF,SPEA2SDE,MaF7,41,M2,D21,0.008647349999202508,SPEA2SDE_MaF7_M2_D21_41.mat
MaF,SPEA2SDE,MaF7,42,M2,D21,0.01145588992405805,SPEA2SDE_MaF7_M2_D21_42.mat
MaF,SPEA2SDE,MaF7,43,M2,D21,0.00971274426633243,SPEA2SDE_MaF7_M2_D21_43.mat
MaF,SPEA2SDE,MaF7,44,M2,D21,0.009059367873560348,SPEA2SDE_MaF7_M2_D21_44.mat
MaF,SPEA2SDE,MaF7,45,M2,D21,0.00902166751308665,SPEA2SDE_MaF7_M2_D21_45.mat
MaF,SPEA2SDE,MaF7,46,M2,D21,0.010329426169298,SPEA2SDE_MaF7_M2_D21_46.mat
MaF,SPEA2SDE,MaF7,47,M2,D21,0.010108983668782465,SPEA2SDE_MaF7_M2_D21_47.mat
MaF,SPEA2SDE,MaF7,48,M2,D21,0.010762285021997662,SPEA2SDE_MaF7_M2_D21_48.mat
MaF,SPEA2SDE,MaF7,49,M2,D21,0.010102021496139469,SPEA2SDE_MaF7_M2_D21_49.mat
MaF,SPEA2SDE,MaF7,50,M2,D21,0.011529800236522824,SPEA2SDE_MaF7_M2_D21_50.mat
MaF,SPEA2SDE,MaF7,51,M2,D21,0.010018940398214698,SPEA2SDE_MaF7_M2_D21_51.mat
MaF,SPEA2SDE,MaF7,52,M2,D21,0.010131652390056693,SPEA2SDE_MaF7_M2_D21_52.mat
MaF,SPEA2SDE,MaF7,53,M2,D21,0.010546016109541643,SPEA2SDE_MaF7_M2_D21_53.mat
MaF,SPEA2SDE,MaF7,54,M2,D21,0.011422939551157042,SPEA2SDE_MaF7_M2_D21_54.mat
MaF,SPEA2SDE,MaF7,55,M2,D21,0.01101294646126324,SPEA2SDE_MaF7_M2_D21_55.mat
MaF,SPEA2SDE,MaF7,56,M2,D21,0.011458734205224141,SPEA2SDE_MaF7_M2_D21_56.mat
MaF,SPEA2SDE,MaF7,57,M2,D21,0.01036199051664912,SPEA2SDE_MaF7_M2_D21_57.mat
MaF,SPEA2SDE,MaF7,58,M2,D21,0.010662448448124244,SPEA2SDE_MaF7_M2_D21_58.mat
MaF,SPEA2SDE,MaF7,59,M2,D21,0.010223409174067945,SPEA2SDE_MaF7_M2_D21_59.mat
MaF,SPEA2SDE,MaF7,60,M2,D21,0.01169083944353263,SPEA2SDE_MaF7_M2_D21_60.mat
WFG,IVFSPEA2,WFG1,1,M2,D11,0.008270333643216325,IVFSPEA2_WFG1_M2_D11_1.mat
WFG,IVFSPEA2,WFG1,2,M2,D11,0.01126161436207495,IVFSPEA2_WFG1_M2_D11_2.mat
WFG,IVFSPEA2,WFG1,3,M2,D11,0.00783616832322246,IVFSPEA2_WFG1_M2_D11_3.mat
WFG,IVFSPEA2,WFG1,4,M2,D11,0.012500409485085304,IVFSPEA2_WFG1_M2_D11_4.mat
WFG,IVFSPEA2,WFG1,5,M2,D11,0.012470561755147217,IVFSPEA2_WFG1_M2_D11_5.mat
WFG,IVFSPEA2,WFG1,6,M2,D11,0.014670706124313856,IVFSPEA2_WFG1_M2_D11_6.mat
WFG,IVFSPEA2,WFG1,7,M2,D11,0.009384799967779758,IVFSPEA2_WFG1_M2_D11_7.mat
WFG,IVFSPEA2,WFG1,8,M2,D11,0.0112533779970481,IVFSPEA2_WFG1_M2_D11_8.mat
WFG,IVFSPEA2,WFG1,9,M2,D11,0.008853487080466458,IVFSPEA2_WFG1_M2_D11_9.mat
WFG,IVFSPEA2,WFG1,10,M2,D11,0.011675057551215581,IVFSPEA2_WFG1_M2_D11_10.mat
WFG,IVFSPEA2,WFG1,11,M2,D11,0.008605524088161592,IVFSPEA2_WFG1_M2_D11_11.mat
WFG,IVFSPEA2,WFG1,12,M2,D11,0.011615441720325324,IVFSPEA2_WFG1_M2_D11_12.mat
WFG,IVFSPEA2,WFG1,13,M2,D11,0.010265232534338368,IVFSPEA2_WFG1_M2_D11_13.mat
WFG,IVFSPEA2,WFG1,14,M2,D11,0.00999593050772137,IVFSPEA2_WFG1_M2_D11_14.mat
