Grupo,Algoritmo,Problema,Run,M,D,IGDp,arquivo_original
ZDT,IVFSPEA2,ZDT2,30,M2,D30,0.002293170344015492,IVFSPEA2_ZDT2_M2_D30_30.mat
ZDT,IVFSPEA2,ZDT2,31,M2,D30,0.0023063620075673857,IVFSPEA2_ZDT2_M2_D30_31.mat
ZDT,IVFSPEA2,ZDT2,32,M2,D30,0.0023242946251844287,IVFSPEA2_ZDT2_M2_D30_32.mat
ZDT,IVFSPEA2,ZDT2,33,M2,D30,0.002306855729976382,IVFSPEA2_ZDT2_M2_D30_33.mat
ZDT,IVFSPEA2,ZDT2,34,M2,D30,0.0024006000378296215,IVFSPEA2_ZDT2_M2_D30_34.mat
ZDT,IVFSPEA2,ZDT2,35,M2,D30,0.0022732691088800947,IVFSPEA2_ZDT2_M2_D30_35.mat
ZDT,IVFSPEA2,ZDT2,36,M2,D30,0.002271157668013494,IVFSPEA2_ZDT2_M2_D30_36.mat
ZDT,IVFSPEA2,ZDT2,37,M2,D30,0.0022994763513279294,IVFSPEA2_ZDT2_M2_D30_37.mat
ZDT,IVFSPEA2,ZDT2,38,M2,D30,0.0022925992860964774,IVFSPEA2_ZDT2_M2_D30_38.mat
ZDT,IVFSPEA2,ZDT2,39,M2,D30,0.002362215420750864,IVFSPEA2_ZDT2_M2_D30_39.mat
ZDT,IVFSPEA2,ZDT2,40,M2,D30,0.002328258723733777,IVFSPEA2_ZDT2_M2_D30_40.mat
ZDT,IVFSPEA2,ZDT2,41,M2,D30,0.002327998908051076,IVFSPEA2_ZDT2_M2_D30_41.mat
ZDT,IVFSPEA2,ZDT2,42,M2,D30,0.002357831990859798,IVFSPEA2_ZDT2_M2_D30_42.mat
ZDT,IVFSPEA2,ZDT2,43,M2,D30,0.002316120445201629,IVFSPEA2_ZDT2_M2_D30_43.mat
ZDT,IVFSPEA2,ZDT2,44,M2,D30,0.002324109311586893,IVFSPEA2_ZDT2_M2_D30_44.mat
ZDT,IVFSPEA2,ZDT2,45,M2,D30,0.0024426032907364885,IVFSPEA2_ZDT2_M2_D30_45.mat
ZDT,IVFSPEA2,ZDT2,46,M2,D30,0.0022644498971903944,IVFSPEA2_ZDT2_M2_D30_46.mat
ZDT,IVFSPEA2,ZDT2,47,M2,D30,0.0022679560002603397,IVFSPEA2_ZDT2_M2_D30_47.mat
ZDT,IVFSPEA2,ZDT2,48,M2,D30,0.002326376980733711,IVFSPEA2_ZDT2_M2_D30_48.mat
ZDT,IVFSPEA2,ZDT2,49,M2,D30,0.0023860493720542866,IVFSPEA2_ZDT2_M2_D30_49.mat
ZDT,IVFSPEA2,ZDT2,50,M2,D30,0.002334364681295203,IVFSPEA2_ZDT2_M2_D30_50.mat
ZDT,IVFSPEA2,ZDT2,51,M2,D30,0.0023376936346206924,IVFSPEA2_ZDT2_M2_D30_51.mat
ZDT,IVFSPEA2,ZDT2,52,M2,D30,0.0022816978765090724,IVFSPEA2_ZDT2_M2_D30_52.mat
ZDT,IVFSPEA2,ZDT2,53,M2,D30,0.002335852859137887,IVFSPEA2_ZDT2_M2_D30_53.mat
ZDT,IVFSPEA2,ZDT2,54,M2,D30,0.0023851077422154194,IVFSPEA2_ZDT2_M2_D30_54.mat
ZDT,IVFSPEA2,ZDT2,55,M2,D30,0.0024687592409817793,IVFSPEA2_ZDT2_M2_D30_55.mat
ZDT,IVFSPEA2,ZDT2,56,M2,D30,0.0023639829935062965,IVFSPEA2_ZDT2_M2_D30_56.mat
ZDT,IVFSPEA2,ZDT2,57,M2,D30,0.002347529816736809,IVFSPEA2_ZDT2_M2_D30_57.mat
ZDT,IVFSPEA2,ZDT2,58,M2,D30,0.0022740695798319846,IVFSPEA2_ZDT2_M2_D30_58.mat
ZDT,IVFSPEA2,ZDT2,59,M2,D30,0.0023471824575214337,IVFSPEA2_ZDT2_M2_D30_59.mat
ZDT,IVFSPEA2,ZDT2,60,M2,D30,0.002308803877641586,IVFSPEA2_ZDT2_M2_D30_60.mat
ZDT,IVFSPEA2,ZDT3,1,M2,D30,0.0018194093572415475,IVFSPEA2_ZDT3_M2_D30_1.mat
ZDT,IVFSPEA2,ZDT3,2,M2,D30,0.0019243821666081978,IVFSPEA2_ZDT3_M2_D30_2.mat
ZDT,IVFSPEA2,ZDT3,3,M2,D30,0.0017852884716094,IVFSPEA2_ZDT3_M2_D30_3.mat
ZDT,IVFSPEA2,ZDT3,4,M2,D30,0.0019339380470942424,IVFSPEA2_ZDT3_M2_D30_4.mat
ZDT,IVFSPEA2,ZDT3,5,M2,D30,0.002007697033204849,IVFSPEA2_ZDT3_M2_D30_5.mat
ZDT,IVFSPEA2,ZDT3,6,M2,D30,0.0020533473494061608,IVFSPEA2_ZDT3_M2_D30_6.mat
ZDT,IVFSPEA2,ZDT3,7,M2,D30,0.0018750088182190334,IVFSPEA2_ZDT3_M2_D30_7.mat
ZDT,IVFSPEA2,ZDT3,8,M2,D30,0.0017497103059798908,IVFSPEA2_ZDT3_M2_D30_8.mat
ZDT,IVFSPEA2,ZDT3,9,M2,D30,0.0018579384921066486,IVFSPEA2_ZDT3_M2_D30_9.mat
ZDT,IVFSPEA2,ZDT3,10,M2,D30,0.0018137502957004336,IVFSPEA2_ZDT3_M2_D30_10.mat
ZDT,IVFSPEA2,ZDT3,11,M2,D30,0.0017860970332550263,IVFSPEA2_ZDT3_M2_D30_11.mat
ZDT,IVFSPEA2,ZDT3,12,M2,D30,0.0017530757721332993,IVFSPEA2_ZDT3_M2_D30_12.mat
ZDT,IVFSPEA2,ZDT3,13,M2,D30,0.0019301224980023996,IVFSPEA2_ZDT3_M2_D30_13.mat
ZDT,IVFSPEA2,ZDT3,14,M2,D30,0.0017338487889769943,IVFSPEA2_ZDT3_M2_D30_14.mat
ZDT,IVFSPEA2,ZDT3,15,M2,D30,0.0018224756278702743,IVFSPEA2_ZDT3_M2_D30_15.mat
ZDT,IVFSPEA2,ZDT3,16,M2,D30,0.001788586179797921,IVFSPEA2_ZDT3_M2_D30_16.mat
ZDT,IVFSPEA2,ZDT3,17,M2,D30,0.0020182706909202524,IVFSPEA2_ZDT3_M2_D30_17.mat
ZDT,IVFSPEA2,ZDT3,18,M2,D30,0.0017664787627354607,IVFSPEA2_ZDT3_M2_D30_18.mat
ZDT,IVFSPEA2,ZDT3,19,M2,D30,0.0018992913174776455,IVFSPEA2_ZDT3_M2_D30_19.mat
ZDT,IVFSPEA2,ZDT3,20,M2,D30,0.0018802661689841956,IVFSPEA2_ZDT3_M2_D30_20.mat
ZDT,IVFSPEA2,ZDT3,21,M2,D30,0.001856451953087553,IVFSPEA2_ZDT3_M2_D30_21.mat
ZDT,IVFSPEA2,ZDT3,22,M2,D30,0.0018723995450832017,IVFSPEA2_ZDT3_M2_D30_22.mat
ZDT,IVFSPEA2,ZDT3,23,M2,D30,0.0018839187161043558,IVFSPEA2_ZDT3_M2_D30_23.mat
ZDT,IVFSPEA2,ZDT3,24,M2,D30,0.001808990399818935,IVFSPEA2_ZDT3_M2_D30_24.mat
ZDT,IVFSPEA2,ZDT3,25,M2,D30,0.0019322293478214122,IVFSPEA2_ZDT3_M2_D30_25.mat
ZDT,IVFSPEA2,ZDT3,26,M2,D30,0.0019487174656161253,IVFSPEA2_ZDT3_M2_D30_26.mat
ZDT,IVFSPEA2,ZDT3,27,M2,D30,0.0018920146973766888,IVFSPEA2_ZDT3_M2_D30_27.mat
ZDT,IVFSPEA2,ZDT3,28,M2,D30,0.0018693736430578,IVFSPEA2_ZDT3_M2_D30_28.mat
ZDT,IVFSPEA2,ZDT3,29,M2,D30,0.001786365935473432,IVFSPEA2_ZDT3_M2_D30_29.mat
ZDT,IVFSPEA2,ZDT3,30,M2,D30,0.0018815346579204827,IVFSPEA2_ZDT3_M2_D30_30.mat
ZDT,IVFSPEA2,ZDT3,31,M2,D30,0.0018315405560817206,IVFSPEA2_ZDT3_M2_D30_31.mat
ZDT,IVFSPEA2,ZDT3,32,M2,D30,0.0018216170030635362,IVFSPEA2_ZDT3_M2_D30_32.mat
ZDT,IVFSPEA2,ZDT3,33,M2,D30,0.0016792025668986796,IVFSPEA2_ZDT3_M2_D30_33.mat
ZDT,IVFSPEA2,ZDT3,34,M2,D30,0.002007286532972736,IVFSPEA2_ZDT3_M2_D30_34.mat
ZDT,IVFSPEA2,ZDT3,35,M2,D30,0.001981153677438289,IVFSPEA2_ZDT3_M2_D30_35.mat
ZDT,IVFSPEA2,ZDT3,36,M2,D30,0.0018015424851481325,IVFSPEA2_ZDT3_M2_D30_36.mat
ZDT,IVFSPEA2,ZDT3,37,M2,D30,0.0018497009778247568,IVFSPEA2_ZDT3_M2_D30_37.mat
ZDT,IVFSPEA2,ZDT3,38,M2,D30,0.0020512723759536985,IVFSPEA2_ZDT3_M2_D30_38.mat
ZDT,IVFSPEA2,ZDT3,39,M2,D30,0.00183944468745065,IVFSPEA2_ZDT3_M2_D30_39.mat
ZDT,IVFSPEA2,ZDT3,40,M2,D30,0.0018001034228028892,IVFSPEA2_ZDT3_M2_D30_40.mat
ZDT,IVFSPEA2,ZDT3,41,M2,D30,0.001926101552888556,IVFSPEA2_ZDT3_M2_D30_41.mat
ZDT,IVFSPEA2,ZDT3,42,M2,D30,0.0017445500186979493,IVFSPEA2_ZDT3_M2_D30_42.mat
ZDT,IVFSPEA2,ZDT3,43,M2,D30,0.0019502904305654294,IVFSPEA2_ZDT3_M2_D30_43.mat
ZDT,IVFSPEA2,ZDT3,44,M2,D30,0.001969154000552979,IVFSPEA2_ZDT3_M2_D30_44.mat
ZDT,IVFSPEA2,ZDT3,45,M2,D30,0.001869708156165991,IVFSPEA2_ZDT3_M2_D30_45.mat
ZDT,IVFSPEA2,ZDT3,46,M2,D30,0.0019197625757560132,IVFSPEA2_ZDT3_M2_D30_46.mat
ZDT,IVFSPEA2,ZDT3,47,M2,D30,0.002231119528365805,IVFSPEA2_ZDT3_M2_D30_47.mat
ZDT,IVFSPEA2,ZDT3,48,M2,D30,0.0018266110359562008,IVFSPEA2_ZDT3_M2_D30_48.mat
ZDT,IVFSPEA2,ZDT3,49,M2,D30,0.0017485301701571716,IVFSPEA2_ZDT3_M2_D30_49.mat
ZDT,IVFSPEA2,ZDT3,50,M2,D30,0.0017976326088777461,IVFSPEA2_ZDT3_M2_D30_50.mat
ZDT,IVFSPEA2,ZDT3,51,M2,D30,0.0019809150782935827,IVFSPEA2_ZDT3_M2_D30_51.mat
ZDT,IVFSPEA2,ZDT3,52,M2,D30,0.001977587620741824,IVFSPEA2_ZDT3_M2_D30_52.mat
ZDT,IVFSPEA2,ZDT3,53,M2,D30,0.0018796421991501009,IVFSPEA2_ZDT3_M2_D30_53.mat
ZDT,IVFSPEA2,ZDT3,54,M2,D30,0.0019235696380540766,IVFSPEA2_ZDT3_M2_D30_54.mat
ZDT,IVFSPEA2,ZDT3,55,M2,D30,0.0019104032407732654,IVFSPEA2_ZDT3_M2_D30_55.mat
ZDT,IVFSPEA2,ZDT3,56,M2,D30,0.00185234066027226,IVFSPEA2_ZDT3_M2_D30_56.mat
ZDT,IVFSPEA2,ZDT3,57,M2,D30,0.002037930834726056,IVFSPEA2_ZDT3_M2_D30_57.mat
ZDT,IVFSPEA2,ZDT3,58,M2,D30,0.0020020432847718678,IVFSPEA2_ZDT3_M2_D30_58.mat
ZDT,IVFSPEA2,ZDT3,59,M2,D30,0.0019402136500818541,IVFSPEA2_ZDT3_M2_D30_59.mat
ZDT,IVFSPEA2,ZDT3,60,M2,D30,0.0017477590203349535,IVFSPEA2_ZDT3_M2_D30_60.mat
ZDT,IVFSPEA2,ZDT4,1,M2,D10,0.0025199670623157876,IVFSPEA2_ZDT4_M2_D10_1.mat
ZDT,IVFSPEA2,ZDT4,2,M2,D10,0.0025135379023200843,IVFSPEA2_ZDT4_M2_D10_2.mat
ZDT,IVFSPEA2,ZDT4,3,M2,D10,0.0025362808150786237,IVFSPEA2_ZDT4_M2_D10_3.mat
ZDT,IVFSPEA2,ZDT4,4,M2,D10,0.0026594057182967572,IVFSPEA2_ZDT4_M2_D10_4.mat
ZDT,IVFSPEA2,ZDT4,5,M2,D10,0.00301855947150229,IVFSPEA2_ZDT4_M2_D10_5.mat
ZDT,IVFSPEA2,ZDT4,6,M2,D10,0.00258943616684988,IVFSPEA2_ZDT4_M2_D10_6.mat
ZDT,IVFSPEA2,ZDT4,7,M2,D10,0.002715114693374342,IVFSPEA2_ZDT4_M2_D10_7.mat
ZDT,IVFSPEA2,ZDT4,8,M2,D10,0.0026130556721340424,IVFSPEA2_ZDT4_M2_D10_8.mat
ZDT,IVFSPEA2,ZDT4,9,M2,D10,0.0025490262070835385,IVFSPEA2_ZDT4_M2_D10_9.mat
ZDT,IVFSPEA2,ZDT4,10,M2,D10,0.002839578223787431,IVFSPEA2_ZDT4_M2_D10_10.mat
ZDT,IVFSPEA2,ZDT4,11,M2,D10,0.002699294422369095,IVFSPEA2_ZDT4_M2_D10_11.mat
ZDT,IVFSPEA2,ZDT4,12,M2,D10,0.0024923424290445254,IVFSPEA2_ZDT4_M2_D10_12.mat
ZDT,IVFSPEA2,ZDT4,13,M2,D10,0.00264797803083433,IVFSPEA2_ZDT4_M2_D10_13.mat
ZDT,IVFSPEA2,ZDT4,14,M2,D10,0.0025714700418686546,IVFSPEA2_ZDT4_M2_D10_14.mat
ZDT,IVFSPEA2,ZDT4,15,M2,D10,0.00282871177910102,IVFSPEA2_ZDT4_M2_D10_15.mat
ZDT,IVFSPEA2,ZDT4,16,M2,D10,0.0028721162702888365,IVFSPEA2_ZDT4_M2_D10_16.mat
ZDT,IVFSPEA2,ZDT4,17,M2,D10,0.002632865475346824,IVFSPEA2_ZDT4_M2_D10_17.mat
ZDT,IVFSPEA2,ZDT4,18,M2,D10,0.0027512183569161092,IVFSPEA2_ZDT4_M2_D10_18.mat
ZDT,IVFSPEA2,ZDT4,19,M2,D10,0.002869389959420352,IVFSPEA2_ZDT4_M2_D10_19.mat
ZDT,IVFSPEA2,ZDT4,20,M2,D10,0.0027354552173136015,IVFSPEA2_ZDT4_M2_D10_20.mat
ZDT,IVFSPEA2,ZDT4,21,M2,D10,0.003134352162363956,IVFSPEA2_ZDT4_M2_D10_21.mat
ZDT,IVFSPEA2,ZDT4,22,M2,D10,0.0026660929512346194,IVFSPEA2_ZDT4_M2_D10_22.mat
ZDT,IVFSPEA2,ZDT4,23,M2,D10,0.0025606561678695127,IVFSPEA2_ZDT4_M2_D10_23.mat
ZDT,IVFSPEA2,ZDT4,24,M2,D10,0.0027122583518763015,IVFSPEA2_ZDT4_M2_D10_24.mat
ZDT,IVFSPEA2,ZDT4,25,M2,D10,0.0025785426335916215,IVFSPEA2_ZDT4_M2_D10_25.mat
ZDT,IVFSPEA2,ZDT4,26,M2,D10,0.002744893031957229,IVFSPEA2_ZDT4_M2_D10_26.mat
ZDT,IVFSPEA2,ZDT4,27,M2,D10,0.0024677705054290196,IVFSPEA2_ZDT4_M2_D10_27.mat
ZDT,IVFSPEA2,ZDT4,28,M2,D10,0.0024859238950915726,IVFSPEA2_ZDT4_M2_D10_28.mat
ZDT,IVFSPEA2,ZDT4,29,M2,D10,0.0026761660053398638,IVFSPEA2_ZDT4_M2_D10_29.mat
ZDT,IVFSPEA2,ZDT4,30,M2,D10,0.0026926455126063367,IVFSPEA2_ZDT4_M2_D10_30.mat
ZDT,IVFSPEA2,ZDT4,31,M2,D10,0.0027091860813378225,IVFSPEA2_ZDT4_M2_D10_31.mat
ZDT,IVFSPEA2,ZDT4,32,M2,D10,0.0027576115235027295,IVFSPEA2_ZDT4_M2_D10_32.mat
ZDT,IVFSPEA2,ZDT4,33,M2,D10,0.0024914970325715198,IVFSPEA2_ZDT4_M2_D10_33.mat
ZDT,IVFSPEA2,ZDT4,34,M2,D10,0.0026411815183008756,IVFSPEA2_ZDT4_M2_D10_34.mat
ZDT,IVFSPEA2,ZDT4,35,M2,D10,0.0025314136943288637,IVFSPEA2_ZDT4_M2_D10_35.mat
ZDT,IVFSPEA2,ZDT4,36,M2,D10,0.0025644059530433557,IVFSPEA2_ZDT4_M2_D10_36.mat
ZDT,IVFSPEA2,ZDT4,37,M2,D10,0.0025197024336203314,IVFSPEA2_ZDT4_M2_D10_37.mat
ZDT,IVFSPEA2,ZDT4,38,M2,D10,0.002489538106457584,IVFSPEA2_ZDT4_M2_D10_38.mat
ZDT,IVFSPEA2,ZDT4,39,M2,D10,0.0025896211154598065,IVFSPEA2_ZDT4_M2_D10_39.mat
ZDT,IVFSPEA2,ZDT4,40,M2,D10,0.0025397331177591555,IVFSPEA2_ZDT4_M2_D10_40.mat
ZDT,IVFSPEA2,ZDT4,41,M2,D10,0.0025532615297728257,IVFSPEA2_ZDT4_M2_D10_41.mat
ZDT,IVFSPEA2,ZDT4,42,M2,D10,0.002513791697495988,IVFSPEA2_ZDT4_M2_D10_42.mat
ZDT,IVFSPEA2,ZDT4,43,M2,D10,0.0026041662917065077,IVFSPEA2_ZDT4_M2_D10_43.mat
ZDT,IVFSPEA2,ZDT4,44,M2,D10,0.002699549426710117,IVFSPEA2_ZDT4_M2_D10_44.mat
ZDT,IVFSPEA2,ZDT4,45,M2,D10,0.0025908663159572155,IVFSPEA2_ZDT4_M2_D10_45.mat
ZDT,IVFSPEA2,ZDT4,46,M2,D10,0.0027595171871749135,IVFSPEA2_ZDT4_M2_D10_46.mat
ZDT,IVFSPEA2,ZDT4,47,M2,D10,0.0025848496192932783,IVFSPEA2_ZDT4_M2_D10_47.mat
ZDT,IVFSPEA2,ZDT4,48,M2,D10,0.002682348070495128,IVFSPEA2_ZDT4_M2_D10_48.mat
ZDT,IVFSPEA2,ZDT4,49,M2,D10,0.0025253814688265706,IVFSPEA2_ZDT4_M2_D10_49.mat
ZDT,IVFSPEA2,ZDT4,50,M2,D10,0.0025896791868755464,IVFSPEA2_ZDT4_M2_D10_50.mat
ZDT,IVFSPEA2,ZDT4,51,M2,D10,0.002677773363046326,IVFSPEA2_ZDT4_M2_D10_51.mat
ZDT,IVFSPEA2,ZDT4,52,M2,D10,0.002721227063284048,IVFSPEA2_ZDT4_M2_D10_52.mat
ZDT,IVFSPEA2,ZDT4,53,M2,D10,0.002619902953369387,IVFSPEA2_ZDT4_M2_D10_53.mat
ZDT,IVFSPEA2,ZDT4,54,M2,D10,0.00259940712012995,IVFSPEA2_ZDT4_M2_D10_54.mat
ZDT,IVFSPEA2,ZDT4,55,M2,D10,0.002647506491838606,IVFSPEA2_ZDT4_M2_D10_55.mat
ZDT,IVFSPEA2,ZDT4,56,M2,D10,0.002495421431080642,IVFSPEA2_ZDT4_M2_D10_56.mat
ZDT,IVFSPEA2,ZDT4,57,M2,D10,0.002668142403175401,IVFSPEA2_ZDT4_M2_D10_57.mat
ZDT,IVFSPEA2,ZDT4,58,M2,D10,0.002569876503341861,IVFSPEA2_ZDT4_M2_D10_58.mat
ZDT,IVFSPEA2,ZDT4,59,M2,D10,0.0025272744639722,IVFSPEA2_ZDT4_M2_D10_59.mat
ZDT,IVFSPEA2,ZDT4,60,M2,D10,0.0025393198558568177,IVFSPEA2_ZDT4_M2_D10_60.mat
ZDT,IVFSPEA2,ZDT6,1,M2,D10,0.0020230649414719254,IVFSPEA2_ZDT6_M2_D10_1.mat
ZDT,IVFSPEA2,ZDT6,2,M2,D10,0.0020663863959206365,IVFSPEA2_ZDT6_M2_D10_2.mat
ZDT,IVFSPEA2,ZDT6,3,M2,D10,0.0020670131098425573,IVFSPEA2_ZDT6_M2_D10_3.mat
ZDT,IVFSPEA2,ZDT6,4,M2,D10,0.002063980928038226,IVFSPEA2_ZDT6_M2_D10_4.mat
ZDT,IVFSPEA2,ZDT6,5,M2,D10,0.0020551498155253456,IVFSPEA2_ZDT6_M2_D10_5.mat
ZDT,IVFSPEA2,ZDT6,6,M2,D10,0.002044069448454495,IVFSPEA2_ZDT6_M2_D10_6.mat
ZDT,IVFSPEA2,ZDT6,7,M2,D10,0.0020715935103812967,IVFSPEA2_ZDT6_M2_D10_7.mat
ZDT,IVFSPEA2,ZDT6,8,M2,D10,0.00203414029765081,IVFSPEA2_ZDT6_M2_D10_8.mat
ZDT,IVFSPEA2,ZDT6,9,M2,D10,0.002031794762306812,IVFSPEA2_ZDT6_M2_D10_9.mat
ZDT,IVFSPEA2,ZDT6,10,M2,D10,0.002050288535655082,IVFSPEA2_ZDT6_M2_D10_10.mat
ZDT,IVFSPEA2,ZDT6,11,M2,D10,0.0020255524450398807,IVFSPEA2_ZDT6_M2_D10_11.mat
ZDT,IVFSPEA2,ZDT6,12,M2,D10,0.0020364856688863298,IVFSPEA2_ZDT6_M2_D10_12.mat
ZDT,IVFSPEA2,ZDT6,13,M2,D10,0.002030172161347765,IVFSPEA2_ZDT6_M2_D10_13.mat
ZDT,IVFSPEA2,ZDT6,14,M2,D10,0.0020499344442791415,IVFSPEA2_ZDT6_M2_D10_14.mat
ZDT,IVFSPEA2,ZDT6,15,M2,D10,0.0020421526098565288,IVFSPEA2_ZDT6_M2_D10_15.mat
ZDT,IVFSPEA2,ZDT6,16,M2,D10,0.0020614819133353605,IVFSPEA2_ZDT6_M2_D10_16.mat
ZDT,IVFSPEA2,ZDT6,17,M2,D10,0.002041650926215998,IVFSPEA2_ZDT6_M2_D10_17.mat
ZDT,IVFSPEA2,ZDT6,18,M2,D10,0.002079208575135538,IVFSPEA2_ZDT6_M2_D10_18.mat
ZDT,IVFSPEA2,ZDT6,19,M2,D10,0.002053106636726423,IVFSPEA2_ZDT6_M2_D10_19.mat
ZDT,IVFSPEA2,ZDT6,20,M2,D10,0.002033813072621681,IVFSPEA2_ZDT6_M2_D10_20.mat
ZDT,IVFSPEA2,ZDT6,21,M2,D10,0.002053958082232107,IVFSPEA2_ZDT6_M2_D10_21.mat
ZDT,IVFSPEA2,ZDT6,22,M2,D10,0.0020542242611103073,IVFSPEA2_ZDT6_M2_D10_22.mat
ZDT,IVFSPEA2,ZDT6,23,M2,D10,0.0020550456271457474,IVFSPEA2_ZDT6_M2_D10_23.mat
ZDT,IVFSPEA2,ZDT6,24,M2,D10,0.0020364164930625904,IVFSPEA2_ZDT6_M2_D10_24.mat
ZDT,IVFSPEA2,ZDT6,25,M2,D10,0.0020337816356123897,IVFSPEA2_ZDT6_M2_D10_25.mat
ZDT,IVFSPEA2,ZDT6,26,M2,D10,0.002065417123784997,IVFSPEA2_ZDT6_M2_D10_26.mat
ZDT,IVFSPEA2,ZDT6,27,M2,D10,0.002017688620722562,IVFSPEA2_ZDT6_M2_D10_27.mat
ZDT,IVFSPEA2,ZDT6,28,M2,D10,0.002075992673640397,IVFSPEA2_ZDT6_M2_D10_28.mat
ZDT,IVFSPEA2,ZDT6,29,M2,D10,0.0020491472616215377,IVFSPEA2_ZDT6_M2_D10_29.mat
ZDT,IVFSPEA2,ZDT6,30,M2,D10,0.002037446650546276,IVFSPEA2_ZDT6_M2_D10_30.mat
ZDT,IVFSPEA2,ZDT6,31,M2,D10,0.002055062337621616,IVFSPEA2_ZDT6_M2_D10_31.mat
ZDT,IVFSPEA2,ZDT6,32,M2,D10,0.0020303992677531612,IVFSPEA2_ZDT6_M2_D10_32.mat
ZDT,IVFSPEA2,ZDT6,33,M2,D10,0.0020502050043394535,IVFSPEA2_ZDT6_M2_D10_33.mat
ZDT,IVFSPEA2,ZDT6,34,M2,D10,0.0020636644270290196,IVFSPEA2_ZDT6_M2_D10_34.mat
ZDT,IVFSPEA2,ZDT6,35,M2,D10,0.00205854783654759,IVFSPEA2_ZDT6_M2_D10_35.mat
ZDT,IVFSPEA2,ZDT6,36,M2,D10,0.002110318680495019,IVFSPEA2_ZDT6_M2_D10_36.mat
ZDT,IVFSPEA2,ZDT6,37,M2,D10,0.00203251095629823,IVFSPEA2_ZDT6_M2_D10_37.mat
ZDT,IVFSPEA2,ZDT6,38,M2,D10,0.0020677938698549073,IVFSPEA2_ZDT6_M2_D10_38.mat
ZDT,IVFSPEA2,ZDT6,39,M2,D10,0.0020464529150272005,IVFSPEA2_ZDT6_M2_D10_39.mat
ZDT,IVFSPEA2,ZDT6,40,M2,D10,0.0020190960212555474,IVFSPEA2_ZDT6_M2_D10_40.mat
ZDT,IVFSPEA2,ZDT6,41,M2,D10,0.002052821544226451,IVFSPEA2_ZDT6_M2_D10_41.mat
ZDT,IVFSPEA2,ZDT6,42,M2,D10,0.0020587144273695713,IVFSPEA2_ZDT6_M2_D10_42.mat
ZDT,IVFSPEA2,ZDT6,43,M2,D10,0.0020400992513150314,IVFSPEA2_ZDT6_M2_D10_43.mat
ZDT,IVFSPEA2,ZDT6,44,M2,D10,0.0020406860778346713,IVFSPEA2_ZDT6_M2_D10_44.mat
ZDT,IVFSPEA2,ZDT6,45,M2,D10,0.0020677481343964296,IVFSPEA2_ZDT6_M2_D10_45.mat
ZDT,IVFSPEA2,ZDT6,46,M2,D10,0.002029479958108086,IVFSPEA2_ZDT6_M2_D10_46.mat
ZDT,IVFSPEA2,ZDT6,47,M2,D10,0.002059111496177779,IVFSPEA2_ZDT6_M2_D10_47.mat
ZDT,IVFSPEA2,ZDT6,48,M2,D10,0.0020786367066270477,IVFSPEA2_ZDT6_M2_D10_48.mat
ZDT,IVFSPEA2,ZDT6,49,M2,D10,0.0020590218456719355,IVFSPEA2_ZDT6_M2_D10_49.mat
ZDT,IVFSPEA2,ZDT6,50,M2,D10,0.0020522986638747106,IVFSPEA2_ZDT6_M2_D10_50.mat
ZDT,IVFSPEA2,ZDT6,51,M2,D10,0.002030320927496445,IVFSPEA2_ZDT6_M2_D10_51.mat
ZDT,IVFSPEA2,ZDT6,52,M2,D10,0.002039365218638061,IVFSPEA2_ZDT6_M2_D10_52.mat
ZDT,IVFSPEA2,ZDT6,53,M2,D10,0.0020774061196178906,IVFSPEA2_ZDT6_M2_D10_53.mat
ZDT,IVFSPEA2,ZDT6,54,M2,D10,0.0020407401075669225,IVFSPEA2_ZDT6_M2_D10_54.mat
ZDT,IVFSPEA2,ZDT6,55,M2,D10,0.0020386690707463826,IVFSPEA2_ZDT6_M2_D10_55.mat
ZDT,IVFSPEA2,ZDT6,56,M2,D10,0.0020637959637713997,IVFSPEA2_ZDT6_M2_D10_56.mat
ZDT,IVFSPEA2,ZDT6,57,M2,D10,0.002269167285607943,IVFSPEA2_ZDT6_M2_D10_57.mat
ZDT,IVFSPEA2,ZDT6,58,M2,D10,0.0020643958429752106,IVFSPEA2_ZDT6_M2_D10_58.mat
ZDT,IVFSPEA2,ZDT6,59,M2,D10,0.0020613192750076506,IVFSPEA2_ZDT6_M2_D10_59.mat
ZDT,IVFSPEA2,ZDT6,60,M2,D10,0.002049890725539134,IVFSPEA2_ZDT6_M2_D10_60.mat
ZDT,MOEAD,ZDT1,1,M2,D30,0.002572832728293999,MOEAD_ZDT1_M2_D30_1.mat
ZDT,MOEAD,ZDT1,2,M2,D30,0.0026179707770433744,MOEAD_ZDT1_M2_D30_2.mat
ZDT,MOEAD,ZDT1,3,M2,D30,0.002459794918005832,MOEAD_ZDT1_M2_D30_3.mat
ZDT,MOEAD,ZDT1,4,M2,D30,0.002426626755921586,MOEAD_ZDT1_M2_D30_4.mat
ZDT,MOEAD,ZDT1,5,M2,D30,0.0024066359267757745,MOEAD_ZDT1_M2_D30_5.mat
ZDT,MOEAD,ZDT1,6,M2,D30,0.0024982260808375993,MOEAD_ZDT1_M2_D30_6.mat
ZDT,MOEAD,ZDT1,7,M2,D30,0.0025062723481675377,MOEAD_ZDT1_M2_D30_7.mat
ZDT,MOEAD,ZDT1,8,M2,D30,0.0025316615878365222,MOEAD_ZDT1_M2_D30_8.mat
ZDT,MOEAD,ZDT1,9,M2,D30,0.002450576447144181,MOEAD_ZDT1_M2_D30_9.mat
