Grupo,Algoritmo,Problema,Run,M,D,Spread,arquivo_original
WFG,SPEA2SDE,WFG6,59,M2,D11,0.6895838369426208,SPEA2SDE_WFG6_M2_D11_59.mat
WFG,SPEA2SDE,WFG6,60,M2,D11,0.7016882633710368,SPEA2SDE_WFG6_M2_D11_60.mat
WFG,SPEA2SDE,WFG7,1,M2,D11,0.647973436807848,SPEA2SDE_WFG7_M2_D11_1.mat
WFG,SPEA2SDE,WFG7,2,M2,D11,0.6781755520692141,SPEA2SDE_WFG7_M2_D11_2.mat
WFG,SPEA2SDE,WFG7,3,M2,D11,0.6357074340070931,SPEA2SDE_WFG7_M2_D11_3.mat
WFG,SPEA2SDE,WFG7,4,M2,D11,0.603565724842314,SPEA2SDE_WFG7_M2_D11_4.mat
WFG,SPEA2SDE,WFG7,5,M2,D11,0.6509046201873138,SPEA2SDE_WFG7_M2_D11_5.mat
WFG,SPEA2SDE,WFG7,6,M2,D11,0.6935176570410236,SPEA2SDE_WFG7_M2_D11_6.mat
WFG,SPEA2SDE,WFG7,7,M2,D11,0.7003526697285924,SPEA2SDE_WFG7_M2_D11_7.mat
WFG,SPEA2SDE,WFG7,8,M2,D11,0.6358273079817152,SPEA2SDE_WFG7_M2_D11_8.mat
WFG,SPEA2SDE,WFG7,9,M2,D11,0.6333077985397333,SPEA2SDE_WFG7_M2_D11_9.mat
WFG,SPEA2SDE,WFG7,10,M2,D11,0.6443484252087764,SPEA2SDE_WFG7_M2_D11_10.mat
WFG,SPEA2SDE,WFG7,11,M2,D11,0.6642058036680082,SPEA2SDE_WFG7_M2_D11_11.mat
WFG,SPEA2SDE,WFG7,12,M2,D11,0.6797240243741762,SPEA2SDE_WFG7_M2_D11_12.mat
WFG,SPEA2SDE,WFG7,13,M2,D11,0.6751379365823628,SPEA2SDE_WFG7_M2_D11_13.mat
WFG,SPEA2SDE,WFG7,14,M2,D11,0.682316912247932,SPEA2SDE_WFG7_M2_D11_14.mat
WFG,SPEA2SDE,WFG7,15,M2,D11,0.6751763770092087,SPEA2SDE_WFG7_M2_D11_15.mat
WFG,SPEA2SDE,WFG7,16,M2,D11,0.6049660506166415,SPEA2SDE_WFG7_M2_D11_16.mat
WFG,SPEA2SDE,WFG7,17,M2,D11,0.6975774724657975,SPEA2SDE_WFG7_M2_D11_17.mat
WFG,SPEA2SDE,WFG7,18,M2,D11,0.6488357829257768,SPEA2SDE_WFG7_M2_D11_18.mat
WFG,SPEA2SDE,WFG7,19,M2,D11,0.6707740242768883,SPEA2SDE_WFG7_M2_D11_19.mat
WFG,SPEA2SDE,WFG7,20,M2,D11,0.6870935504163677,SPEA2SDE_WFG7_M2_D11_20.mat
WFG,SPEA2SDE,WFG7,21,M2,D11,0.6511415314533792,SPEA2SDE_WFG7_M2_D11_21.mat
WFG,SPEA2SDE,WFG7,22,M2,D11,0.6842482786157197,SPEA2SDE_WFG7_M2_D11_22.mat
WFG,SPEA2SDE,WFG7,23,M2,D11,0.6459041097472967,SPEA2SDE_WFG7_M2_D11_23.mat
WFG,SPEA2SDE,WFG7,24,M2,D11,0.6692603588784128,SPEA2SDE_WFG7_M2_D11_24.mat
WFG,SPEA2SDE,WFG7,25,M2,D11,0.6151365078693903,SPEA2SDE_WFG7_M2_D11_25.mat
WFG,SPEA2SDE,WFG7,26,M2,D11,0.6372105187320114,SPEA2SDE_WFG7_M2_D11_26.mat
WFG,SPEA2SDE,WFG7,27,M2,D11,0.6907035201600925,SPEA2SDE_WFG7_M2_D11_27.mat
WFG,SPEA2SDE,WFG7,28,M2,D11,0.6238069183472492,SPEA2SDE_WFG7_M2_D11_28.mat
WFG,SPEA2SDE,WFG7,29,M2,D11,0.6520376671917344,SPEA2SDE_WFG7_M2_D11_29.mat
WFG,SPEA2SDE,WFG7,30,M2,D11,0.6520617206859691,SPEA2SDE_WFG7_M2_D11_30.mat
WFG,SPEA2SDE,WFG7,31,M2,D11,0.7059451350696362,SPEA2SDE_WFG7_M2_D11_31.mat
WFG,SPEA2SDE,WFG7,32,M2,D11,0.6538355069949477,SPEA2SDE_WFG7_M2_D11_32.mat
WFG,SPEA2SDE,WFG7,33,M2,D11,0.6850325960293632,SPEA2SDE_WFG7_M2_D11_33.mat
WFG,SPEA2SDE,WFG7,34,M2,D11,0.7063085055366686,SPEA2SDE_WFG7_M2_D11_34.mat
WFG,SPEA2SDE,WFG7,35,M2,D11,0.6822537400712858,SPEA2SDE_WFG7_M2_D11_35.mat
WFG,SPEA2SDE,WFG7,36,M2,D11,0.6325937106248538,SPEA2SDE_WFG7_M2_D11_36.mat
WFG,SPEA2SDE,WFG7,37,M2,D11,0.7245388594920295,SPEA2SDE_WFG7_M2_D11_37.mat
WFG,SPEA2SDE,WFG7,38,M2,D11,0.7242835853839963,SPEA2SDE_WFG7_M2_D11_38.mat
WFG,SPEA2SDE,WFG7,39,M2,D11,0.6924710551539861,SPEA2SDE_WFG7_M2_D11_39.mat
WFG,SPEA2SDE,WFG7,40,M2,D11,0.6270175970297638,SPEA2SDE_WFG7_M2_D11_40.mat
WFG,SPEA2SDE,WFG7,41,M2,D11,0.6294613123104839,SPEA2SDE_WFG7_M2_D11_41.mat
WFG,SPEA2SDE,WFG7,42,M2,D11,0.6644694140149413,SPEA2SDE_WFG7_M2_D11_42.mat
WFG,SPEA2SDE,WFG7,43,M2,D11,0.7292847277982861,SPEA2SDE_WFG7_M2_D11_43.mat
WFG,SPEA2SDE,WFG7,44,M2,D11,0.630264467511607,SPEA2SDE_WFG7_M2_D11_44.mat
WFG,SPEA2SDE,WFG7,45,M2,D11,0.6264349592427088,SPEA2SDE_WFG7_M2_D11_45.mat
WFG,SPEA2SDE,WFG7,46,M2,D11,0.6411988089695269,SPEA2SDE_WFG7_M2_D11_46.mat
WFG,SPEA2SDE,WFG7,47,M2,D11,0.639591838677322,SPEA2SDE_WFG7_M2_D11_47.mat
WFG,SPEA2SDE,WFG7,48,M2,D11,0.6303774276035605,SPEA2SDE_WFG7_M2_D11_48.mat
WFG,SPEA2SDE,WFG7,49,M2,D11,0.5988584866433438,SPEA2SDE_WFG7_M2_D11_49.mat
WFG,SPEA2SDE,WFG7,50,M2,D11,0.6729200245369866,SPEA2SDE_WFG7_M2_D11_50.mat
WFG,SPEA2SDE,WFG7,51,M2,D11,0.674909183340318,SPEA2SDE_WFG7_M2_D11_51.mat
WFG,SPEA2SDE,WFG7,52,M2,D11,0.577995855978561,SPEA2SDE_WFG7_M2_D11_52.mat
WFG,SPEA2SDE,WFG7,53,M2,D11,0.6521246570985736,SPEA2SDE_WFG7_M2_D11_53.mat
WFG,SPEA2SDE,WFG7,54,M2,D11,0.6919736007014484,SPEA2SDE_WFG7_M2_D11_54.mat
WFG,SPEA2SDE,WFG7,55,M2,D11,0.6568754998108346,SPEA2SDE_WFG7_M2_D11_55.mat
WFG,SPEA2SDE,WFG7,56,M2,D11,0.6699406945502644,SPEA2SDE_WFG7_M2_D11_56.mat
WFG,SPEA2SDE,WFG7,57,M2,D11,0.687497524712302,SPEA2SDE_WFG7_M2_D11_57.mat
WFG,SPEA2SDE,WFG7,58,M2,D11,0.6680717043084594,SPEA2SDE_WFG7_M2_D11_58.mat
WFG,SPEA2SDE,WFG7,59,M2,D11,0.6369068190007963,SPEA2SDE_WFG7_M2_D11_59.mat
WFG,SPEA2SDE,WFG7,60,M2,D11,0.6788230532580495,SPEA2SDE_WFG7_M2_D11_60.mat
WFG,SPEA2SDE,WFG8,1,M2,D11,0.6580424446533122,SPEA2SDE_WFG8_M2_D11_1.mat
WFG,SPEA2SDE,WFG8,2,M2,D11,0.66006732761665,SPEA2SDE_WFG8_M2_D11_2.mat
WFG,SPEA2SDE,WFG8,3,M2,D11,0.704381559464988,SPEA2SDE_WFG8_M2_D11_3.mat
WFG,SPEA2SDE,WFG8,4,M2,D11,0.6172895824323936,SPEA2SDE_WFG8_M2_D11_4.mat
WFG,SPEA2SDE,WFG8,5,M2,D11,0.6306398018374867,SPEA2SDE_WFG8_M2_D11_5.mat
WFG,SPEA2SDE,WFG8,6,M2,D11,0.6193031257502636,SPEA2SDE_WFG8_M2_D11_6.mat
WFG,SPEA2SDE,WFG8,7,M2,D11,0.6841911029123325,SPEA2SDE_WFG8_M2_D11_7.mat
WFG,SPEA2SDE,WFG8,8,M2,D11,0.6683572744157604,SPEA2SDE_WFG8_M2_D11_8.mat
WFG,SPEA2SDE,WFG8,9,M2,D11,0.7186806002919056,SPEA2SDE_WFG8_M2_D11_9.mat
WFG,SPEA2SDE,WFG8,10,M2,D11,0.7059162514912881,SPEA2SDE_WFG8_M2_D11_10.mat
WFG,SPEA2SDE,WFG8,11,M2,D11,0.697207321464345,SPEA2SDE_WFG8_M2_D11_11.mat
WFG,SPEA2SDE,WFG8,12,M2,D11,0.6947920033897028,SPEA2SDE_WFG8_M2_D11_12.mat
WFG,SPEA2SDE,WFG8,13,M2,D11,0.6589589809086029,SPEA2SDE_WFG8_M2_D11_13.mat
WFG,SPEA2SDE,WFG8,14,M2,D11,0.6490203468562812,SPEA2SDE_WFG8_M2_D11_14.mat
WFG,SPEA2SDE,WFG8,15,M2,D11,0.6960716703703975,SPEA2SDE_WFG8_M2_D11_15.mat
WFG,SPEA2SDE,WFG8,16,M2,D11,0.6935900034665909,SPEA2SDE_WFG8_M2_D11_16.mat
WFG,SPEA2SDE,WFG8,17,M2,D11,0.6187668761960593,SPEA2SDE_WFG8_M2_D11_17.mat
WFG,SPEA2SDE,WFG8,18,M2,D11,0.6334617377629007,SPEA2SDE_WFG8_M2_D11_18.mat
WFG,SPEA2SDE,WFG8,19,M2,D11,0.6785471549800782,SPEA2SDE_WFG8_M2_D11_19.mat
WFG,SPEA2SDE,WFG8,20,M2,D11,0.6932952269477985,SPEA2SDE_WFG8_M2_D11_20.mat
WFG,SPEA2SDE,WFG8,21,M2,D11,0.7100429726605514,SPEA2SDE_WFG8_M2_D11_21.mat
WFG,SPEA2SDE,WFG8,22,M2,D11,0.6804261065815876,SPEA2SDE_WFG8_M2_D11_22.mat
WFG,SPEA2SDE,WFG8,23,M2,D11,0.6645002741345426,SPEA2SDE_WFG8_M2_D11_23.mat
WFG,SPEA2SDE,WFG8,24,M2,D11,0.6669555908964561,SPEA2SDE_WFG8_M2_D11_24.mat
WFG,SPEA2SDE,WFG8,25,M2,D11,0.7294087191540573,SPEA2SDE_WFG8_M2_D11_25.mat
WFG,SPEA2SDE,WFG8,26,M2,D11,0.6844516952137693,SPEA2SDE_WFG8_M2_D11_26.mat
WFG,SPEA2SDE,WFG8,27,M2,D11,0.6702079712569737,SPEA2SDE_WFG8_M2_D11_27.mat
WFG,SPEA2SDE,WFG8,28,M2,D11,0.6381198935582074,SPEA2SDE_WFG8_M2_D11_28.mat
WFG,SPEA2SDE,WFG8,29,M2,D11,0.6445072902104335,SPEA2SDE_WFG8_M2_D11_29.mat
WFG,SPEA2SDE,WFG8,30,M2,D11,0.6192068530931333,SPEA2SDE_WFG8_M2_D11_30.mat
WFG,SPEA2SDE,WFG8,31,M2,D11,0.6391963148939517,SPEA2SDE_WFG8_M2_D11_31.mat
WFG,SPEA2SDE,WFG8,32,M2,D11,0.625561257154493,SPEA2SDE_WFG8_M2_D11_32.mat
WFG,SPEA2SDE,WFG8,33,M2,D11,0.6589860912527301,SPEA2SDE_WFG8_M2_D11_33.mat
WFG,SPEA2SDE,WFG8,34,M2,D11,0.7401226429175145,SPEA2SDE_WFG8_M2_D11_34.mat
WFG,SPEA2SDE,WFG8,35,M2,D11,0.7079496642392475,SPEA2SDE_WFG8_M2_D11_35.mat
WFG,SPEA2SDE,WFG8,36,M2,D11,0.6386952538417572,SPEA2SDE_WFG8_M2_D11_36.mat
WFG,SPEA2SDE,WFG8,37,M2,D11,0.6836984107322904,SPEA2SDE_WFG8_M2_D11_37.mat
WFG,SPEA2SDE,WFG8,38,M2,D11,0.674877392620258,SPEA2SDE_WFG8_M2_D11_38.mat
WFG,SPEA2SDE,WFG8,39,M2,D11,0.6860594299392033,SPEA2SDE_WFG8_M2_D11_39.mat
WFG,SPEA2SDE,WFG8,40,M2,D11,0.7172657326223691,SPEA2SDE_WFG8_M2_D11_40.mat
WFG,SPEA2SDE,WFG8,41,M2,D11,0.6425037112035807,SPEA2SDE_WFG8_M2_D11_41.mat
WFG,SPEA2SDE,WFG8,42,M2,D11,0.6802318222566527,SPEA2SDE_WFG8_M2_D11_42.mat
WFG,SPEA2SDE,WFG8,43,M2,D11,0.6488015183007119,SPEA2SDE_WFG8_M2_D11_43.mat
WFG,SPEA2SDE,WFG8,44,M2,D11,0.6380690149269257,SPEA2SDE_WFG8_M2_D11_44.mat
WFG,SPEA2SDE,WFG8,45,M2,D11,0.6669145291960327,SPEA2SDE_WFG8_M2_D11_45.mat
WFG,SPEA2SDE,WFG8,46,M2,D11,0.6401464861086194,SPEA2SDE_WFG8_M2_D11_46.mat
WFG,SPEA2SDE,WFG8,47,M2,D11,0.6108547261462205,SPEA2SDE_WFG8_M2_D11_47.mat
WFG,SPEA2SDE,WFG8,48,M2,D11,0.673144054226545,SPEA2SDE_WFG8_M2_D11_48.mat
WFG,SPEA2SDE,WFG8,49,M2,D11,0.6649105088023192,SPEA2SDE_WFG8_M2_D11_49.mat
WFG,SPEA2SDE,WFG8,50,M2,D11,0.6821092024561509,SPEA2SDE_WFG8_M2_D11_50.mat
WFG,SPEA2SDE,WFG8,51,M2,D11,0.7784114353642368,SPEA2SDE_WFG8_M2_D11_51.mat
WFG,SPEA2SDE,WFG8,52,M2,D11,0.6765569890209893,SPEA2SDE_WFG8_M2_D11_52.mat
WFG,SPEA2SDE,WFG8,53,M2,D11,0.6214564987946406,SPEA2SDE_WFG8_M2_D11_53.mat
WFG,SPEA2SDE,WFG8,54,M2,D11,0.6783836835992078,SPEA2SDE_WFG8_M2_D11_54.mat
WFG,SPEA2SDE,WFG8,55,M2,D11,0.6645557726891473,SPEA2SDE_WFG8_M2_D11_55.mat
WFG,SPEA2SDE,WFG8,56,M2,D11,0.6023778575977143,SPEA2SDE_WFG8_M2_D11_56.mat
WFG,SPEA2SDE,WFG8,57,M2,D11,0.6216712858856882,SPEA2SDE_WFG8_M2_D11_57.mat
WFG,SPEA2SDE,WFG8,58,M2,D11,0.7048239835682995,SPEA2SDE_WFG8_M2_D11_58.mat
WFG,SPEA2SDE,WFG8,59,M2,D11,0.6541377031856026,SPEA2SDE_WFG8_M2_D11_59.mat
WFG,SPEA2SDE,WFG8,60,M2,D11,0.6045989689470327,SPEA2SDE_WFG8_M2_D11_60.mat
WFG,SPEA2SDE,WFG9,1,M2,D11,0.629233934534427,SPEA2SDE_WFG9_M2_D11_1.mat
WFG,SPEA2SDE,WFG9,2,M2,D11,0.7013828485946357,SPEA2SDE_WFG9_M2_D11_2.mat
WFG,SPEA2SDE,WFG9,3,M2,D11,0.6662770730462735,SPEA2SDE_WFG9_M2_D11_3.mat
WFG,SPEA2SDE,WFG9,4,M2,D11,0.614084361484119,SPEA2SDE_WFG9_M2_D11_4.mat
WFG,SPEA2SDE,WFG9,5,M2,D11,0.6097747908713405,SPEA2SDE_WFG9_M2_D11_5.mat
WFG,SPEA2SDE,WFG9,6,M2,D11,0.7157535029828908,SPEA2SDE_WFG9_M2_D11_6.mat
WFG,SPEA2SDE,WFG9,7,M2,D11,0.6197496394454758,SPEA2SDE_WFG9_M2_D11_7.mat
WFG,SPEA2SDE,WFG9,8,M2,D11,0.6242649079886808,SPEA2SDE_WFG9_M2_D11_8.mat
WFG,SPEA2SDE,WFG9,9,M2,D11,0.6325990775073052,SPEA2SDE_WFG9_M2_D11_9.mat
WFG,SPEA2SDE,WFG9,10,M2,D11,0.6599627676673333,SPEA2SDE_WFG9_M2_D11_10.mat
WFG,SPEA2SDE,WFG9,11,M2,D11,0.7000305616016831,SPEA2SDE_WFG9_M2_D11_11.mat
WFG,SPEA2SDE,WFG9,12,M2,D11,0.6686573911306416,SPEA2SDE_WFG9_M2_D11_12.mat
WFG,SPEA2SDE,WFG9,13,M2,D11,0.6993167778122699,SPEA2SDE_WFG9_M2_D11_13.mat
WFG,SPEA2SDE,WFG9,14,M2,D11,0.6517625447650798,SPEA2SDE_WFG9_M2_D11_14.mat
WFG,SPEA2SDE,WFG9,15,M2,D11,0.6027036500926121,SPEA2SDE_WFG9_M2_D11_15.mat
WFG,SPEA2SDE,WFG9,16,M2,D11,0.7331423092153952,SPEA2SDE_WFG9_M2_D11_16.mat
WFG,SPEA2SDE,WFG9,17,M2,D11,0.6864539191321686,SPEA2SDE_WFG9_M2_D11_17.mat
WFG,SPEA2SDE,WFG9,18,M2,D11,0.658617838446103,SPEA2SDE_WFG9_M2_D11_18.mat
WFG,SPEA2SDE,WFG9,19,M2,D11,0.6480845885900296,SPEA2SDE_WFG9_M2_D11_19.mat
WFG,SPEA2SDE,WFG9,20,M2,D11,0.64629010242199,SPEA2SDE_WFG9_M2_D11_20.mat
WFG,SPEA2SDE,WFG9,21,M2,D11,0.6396036636341903,SPEA2SDE_WFG9_M2_D11_21.mat
WFG,SPEA2SDE,WFG9,22,M2,D11,0.6539457643360669,SPEA2SDE_WFG9_M2_D11_22.mat
WFG,SPEA2SDE,WFG9,23,M2,D11,0.6746970819264377,SPEA2SDE_WFG9_M2_D11_23.mat
WFG,SPEA2SDE,WFG9,24,M2,D11,0.6369252152549637,SPEA2SDE_WFG9_M2_D11_24.mat
WFG,SPEA2SDE,WFG9,25,M2,D11,0.6762484970649592,SPEA2SDE_WFG9_M2_D11_25.mat
WFG,SPEA2SDE,WFG9,26,M2,D11,0.622509766499959,SPEA2SDE_WFG9_M2_D11_26.mat
WFG,SPEA2SDE,WFG9,27,M2,D11,0.6561900807025196,SPEA2SDE_WFG9_M2_D11_27.mat
WFG,SPEA2SDE,WFG9,28,M2,D11,0.6632747465154587,SPEA2SDE_WFG9_M2_D11_28.mat
WFG,SPEA2SDE,WFG9,29,M2,D11,0.7168481405891516,SPEA2SDE_WFG9_M2_D11_29.mat
WFG,SPEA2SDE,WFG9,30,M2,D11,0.5885584714499219,SPEA2SDE_WFG9_M2_D11_30.mat
WFG,SPEA2SDE,WFG9,31,M2,D11,0.6330015377118561,SPEA2SDE_WFG9_M2_D11_31.mat
WFG,SPEA2SDE,WFG9,32,M2,D11,0.6397789505708351,SPEA2SDE_WFG9_M2_D11_32.mat
WFG,SPEA2SDE,WFG9,33,M2,D11,0.6257223302343446,SPEA2SDE_WFG9_M2_D11_33.mat
WFG,SPEA2SDE,WFG9,34,M2,D11,0.7168506232002589,SPEA2SDE_WFG9_M2_D11_34.mat
WFG,SPEA2SDE,WFG9,35,M2,D11,0.6412652588357609,SPEA2SDE_WFG9_M2_D11_35.mat
WFG,SPEA2SDE,WFG9,36,M2,D11,0.6521047663266869,SPEA2SDE_WFG9_M2_D11_36.mat
WFG,SPEA2SDE,WFG9,37,M2,D11,0.6541568492316581,SPEA2SDE_WFG9_M2_D11_37.mat
WFG,SPEA2SDE,WFG9,38,M2,D11,0.6603439000523643,SPEA2SDE_WFG9_M2_D11_38.mat
WFG,SPEA2SDE,WFG9,39,M2,D11,0.6944425799984242,SPEA2SDE_WFG9_M2_D11_39.mat
WFG,SPEA2SDE,WFG9,40,M2,D11,0.6251159574486435,SPEA2SDE_WFG9_M2_D11_40.mat
WFG,SPEA2SDE,WFG9,41,M2,D11,0.5982395329011456,SPEA2SDE_WFG9_M2_D11_41.mat
WFG,SPEA2SDE,WFG9,42,M2,D11,0.6181197763340804,SPEA2SDE_WFG9_M2_D11_42.mat
WFG,SPEA2SDE,WFG9,43,M2,D11,0.6586990293251821,SPEA2SDE_WFG9_M2_D11_43.mat
WFG,SPEA2SDE,WFG9,44,M2,D11,0.6141778607246785,SPEA2SDE_WFG9_M2_D11_44.mat
WFG,SPEA2SDE,WFG9,45,M2,D11,0.6288396728644942,SPEA2SDE_WFG9_M2_D11_45.mat
WFG,SPEA2SDE,WFG9,46,M2,D11,0.657170029311243,SPEA2SDE_WFG9_M2_D11_46.mat
WFG,SPEA2SDE,WFG9,47,M2,D11,0.6965337023144004,SPEA2SDE_WFG9_M2_D11_47.mat
WFG,SPEA2SDE,WFG9,48,M2,D11,0.6750270298879304,SPEA2SDE_WFG9_M2_D11_48.mat
WFG,SPEA2SDE,WFG9,49,M2,D11,0.649795166452414,SPEA2SDE_WFG9_M2_D11_49.mat
WFG,SPEA2SDE,WFG9,50,M2,D11,0.673535699961431,SPEA2SDE_WFG9_M2_D11_50.mat
WFG,SPEA2SDE,WFG9,51,M2,D11,0.6159647260356323,SPEA2SDE_WFG9_M2_D11_51.mat
WFG,SPEA2SDE,WFG9,52,M2,D11,0.6572106112917345,SPEA2SDE_WFG9_M2_D11_52.mat
WFG,SPEA2SDE,WFG9,53,M2,D11,0.664686188771182,SPEA2SDE_WFG9_M2_D11_53.mat
WFG,SPEA2SDE,WFG9,54,M2,D11,0.6554615613809073,SPEA2SDE_WFG9_M2_D11_54.mat
WFG,SPEA2SDE,WFG9,55,M2,D11,0.6585781583540768,SPEA2SDE_WFG9_M2_D11_55.mat
WFG,SPEA2SDE,WFG9,56,M2,D11,0.7097450047179003,SPEA2SDE_WFG9_M2_D11_56.mat
WFG,SPEA2SDE,WFG9,57,M2,D11,0.6814897397966316,SPEA2SDE_WFG9_M2_D11_57.mat
WFG,SPEA2SDE,WFG9,58,M2,D11,0.6743874302562879,SPEA2SDE_WFG9_M2_D11_58.mat
WFG,SPEA2SDE,WFG9,59,M2,D11,0.6599917956494417,SPEA2SDE_WFG9_M2_D11_59.mat
WFG,SPEA2SDE,WFG9,60,M2,D11,0.6962251132152566,SPEA2SDE_WFG9_M2_D11_60.mat
ZDT,IVFSPEA2,ZDT1,1,M2,D30,0.11420436226888306,IVFSPEA2_ZDT1_M2_D30_1.mat
ZDT,IVFSPEA2,ZDT1,2,M2,D30,0.09315080463913164,IVFSPEA2_ZDT1_M2_D30_2.mat
ZDT,IVFSPEA2,ZDT1,3,M2,D30,0.11090768650547021,IVFSPEA2_ZDT1_M2_D30_3.mat
ZDT,IVFSPEA2,ZDT1,4,M2,D30,0.1507083456293422,IVFSPEA2_ZDT1_M2_D30_4.mat
ZDT,IVFSPEA2,ZDT1,5,M2,D30,0.08481001678509179,IVFSPEA2_ZDT1_M2_D30_5.mat
ZDT,IVFSPEA2,ZDT1,6,M2,D30,0.11996766165864213,IVFSPEA2_ZDT1_M2_D30_6.mat
ZDT,IVFSPEA2,ZDT1,7,M2,D30,0.1574398337689023,IVFSPEA2_ZDT1_M2_D30_7.mat
ZDT,IVFSPEA2,ZDT1,8,M2,D30,0.1120358656795506,IVFSPEA2_ZDT1_M2_D30_8.mat
ZDT,IVFSPEA2,ZDT1,9,M2,D30,0.1120829342041467,IVFSPEA2_ZDT1_M2_D30_9.mat
ZDT,IVFSPEA2,ZDT1,10,M2,D30,0.12908834719426798,IVFSPEA2_ZDT1_M2_D30_10.mat
ZDT,IVFSPEA2,ZDT1,11,M2,D30,0.12487899575718374,IVFSPEA2_ZDT1_M2_D30_11.mat
ZDT,IVFSPEA2,ZDT1,12,M2,D30,0.10724633205578596,IVFSPEA2_ZDT1_M2_D30_12.mat
ZDT,IVFSPEA2,ZDT1,13,M2,D30,0.09653158450900048,IVFSPEA2_ZDT1_M2_D30_13.mat
ZDT,IVFSPEA2,ZDT1,14,M2,D30,0.1219612043944689,IVFSPEA2_ZDT1_M2_D30_14.mat
ZDT,IVFSPEA2,ZDT1,15,M2,D30,0.13758392455223117,IVFSPEA2_ZDT1_M2_D30_15.mat
ZDT,IVFSPEA2,ZDT1,16,M2,D30,0.1133783219360457,IVFSPEA2_ZDT1_M2_D30_16.mat
ZDT,IVFSPEA2,ZDT1,17,M2,D30,0.14188677018763782,IVFSPEA2_ZDT1_M2_D30_17.mat
ZDT,IVFSPEA2,ZDT1,18,M2,D30,0.12463483441802167,IVFSPEA2_ZDT1_M2_D30_18.mat
ZDT,IVFSPEA2,ZDT1,19,M2,D30,0.12972166443880714,IVFSPEA2_ZDT1_M2_D30_19.mat
ZDT,IVFSPEA2,ZDT1,20,M2,D30,0.13178057190865516,IVFSPEA2_ZDT1_M2_D30_20.mat
ZDT,IVFSPEA2,ZDT1,21,M2,D30,0.1019122322814012,IVFSPEA2_ZDT1_M2_D30_21.mat
ZDT,IVFSPEA2,ZDT1,22,M2,D30,0.12855344201760915,IVFSPEA2_ZDT1_M2_D30_22.mat
ZDT,IVFSPEA2,ZDT1,23,M2,D30,0.10702107247503712,IVFSPEA2_ZDT1_M2_D30_23.mat
ZDT,IVFSPEA2,ZDT1,24,M2,D30,0.14017850461237327,IVFSPEA2_ZDT1_M2_D30_24.mat
ZDT,IVFSPEA2,ZDT1,25,M2,D30,0.1261972800061308,IVFSPEA2_ZDT1_M2_D30_25.mat
ZDT,IVFSPEA2,ZDT1,26,M2,D30,0.10964608084370585,IVFSPEA2_ZDT1_M2_D30_26.mat
ZDT,IVFSPEA2,ZDT1,27,M2,D30,0.10876323046806131,IVFSPEA2_ZDT1_M2_D30_27.mat
ZDT,IVFSPEA2,ZDT1,28,M2,D30,0.11459298178913922,IVFSPEA2_ZDT1_M2_D30_28.mat
ZDT,IVFSPEA2,ZDT1,29,M2,D30,0.11524594250337403,IVFSPEA2_ZDT1_M2_D30_29.mat
ZDT,IVFSPEA2,ZDT1,30,M2,D30,0.12267734325172742,IVFSPEA2_ZDT1_M2_D30_30.mat
ZDT,IVFSPEA2,ZDT1,31,M2,D30,0.09524536580738993,IVFSPEA2_ZDT1_M2_D30_31.mat
ZDT,IVFSPEA2,ZDT1,32,M2,D30,0.12665112358418593,IVFSPEA2_ZDT1_M2_D30_32.mat
ZDT,IVFSPEA2,ZDT1,33,M2,D30,0.11407894060831732,IVFSPEA2_ZDT1_M2_D30_33.mat
ZDT,IVFSPEA2,ZDT1,34,M2,D30,0.09371282021325288,IVFSPEA2_ZDT1_M2_D30_34.mat
ZDT,IVFSPEA2,ZDT1,35,M2,D30,0.13843430934990966,IVFSPEA2_ZDT1_M2_D30_35.mat
ZDT,IVFSPEA2,ZDT1,36,M2,D30,0.13167829031192332,IVFSPEA2_ZDT1_M2_D30_36.mat
ZDT,IVFSPEA2,ZDT1,37,M2,D30,0.11454985203110601,IVFSPEA2_ZDT1_M2_D30_37.mat
ZDT,IVFSPEA2,ZDT1,38,M2,D30,0.10246237505355861,IVFSPEA2_ZDT1_M2_D30_38.mat
ZDT,IVFSPEA2,ZDT1,39,M2,D30,0.11219996905613389,IVFSPEA2_ZDT1_M2_D30_39.mat
ZDT,IVFSPEA2,ZDT1,40,M2,D30,0.12962751098656847,IVFSPEA2_ZDT1_M2_D30_40.mat
ZDT,IVFSPEA2,ZDT1,41,M2,D30,0.10070594206004904,IVFSPEA2_ZDT1_M2_D30_41.mat
ZDT,IVFSPEA2,ZDT1,42,M2,D30,0.09952011207362141,IVFSPEA2_ZDT1_M2_D30_42.mat
ZDT,IVFSPEA2,ZDT1,43,M2,D30,0.14136228646932128,IVFSPEA2_ZDT1_M2_D30_43.mat
ZDT,IVFSPEA2,ZDT1,44,M2,D30,0.11636949332822313,IVFSPEA2_ZDT1_M2_D30_44.mat
ZDT,IVFSPEA2,ZDT1,45,M2,D30,0.09357277075949952,IVFSPEA2_ZDT1_M2_D30_45.mat
ZDT,IVFSPEA2,ZDT1,46,M2,D30,0.13332008704352785,IVFSPEA2_ZDT1_M2_D30_46.mat
ZDT,IVFSPEA2,ZDT1,47,M2,D30,0.10852619400234213,IVFSPEA2_ZDT1_M2_D30_47.mat
ZDT,IVFSPEA2,ZDT1,48,M2,D30,0.12370293420796552,IVFSPEA2_ZDT1_M2_D30_48.mat
